"RNUM"	"DBMS"	"EXPERIMENTNAME"	"RUNID"	"BATCHSETID"	"PK"	"NUMPROCESSORS"	"ACTROWPOOL"	"PCTREAD"	"PCTUPDATE"	"ATP"	"MAXMPL"
"726"	"pgsql"	"xt-1M-1000-120-2"	709	941	0	0.142857142857143	0.333333333333333	0.01	0	0.802494	0.4
"727"	"pgsql"	"xt-1M-1000-120-2"	709	962	0	0.142857142857143	0.666666666666667	0.01	0	0.917045	1
"728"	"pgsql"	"xt-1M-1000-120-2"	709	1001	0	0.142857142857143	1	0.01	0	0.810971	0
"729"	"pgsql"	"xt-1M-1000-120-2"	709	1441	0	0.142857142857143	0	0.1	0	0.739417	0.1
"730"	"pgsql"	"xt-1M-1000-120-2"	709	1461	0	0.142857142857143	0.333333333333333	0.1	0	0.786933	0.1
"731"	"pgsql"	"xt-1M-1000-120-2"	709	1482	0	0.142857142857143	0.666666666666667	0.1	0	0.785712	0.1
"732"	"pgsql"	"xt-1M-1000-120-2"	709	1501	0	0.142857142857143	1	0.1	0	0.743098	0.1
"733"	"pgsql"	"xt-1M-1000-120-2"	709	1821	0	0.142857142857143	0	1	0	0.752595	0.1
"734"	"pgsql"	"xt-1M-1000-120-2"	709	1841	0	0.142857142857143	0.333333333333333	1	0	0.736448	0.1
"735"	"pgsql"	"xt-1M-1000-120-2"	709	1861	0	0.142857142857143	0.666666666666667	1	0	0.740193	0.1
"736"	"pgsql"	"xt-1M-1000-120-2"	709	1881	0	0.142857142857143	1	1	0	0.760272	0
"737"	"pgsql"	"xt-1M-1000-120-4"	749	2203	0	0.428571428571429	0	0	0.25	0.000148	0.3
"738"	"pgsql"	"xt-1M-1000-120-4"	749	2222	0	0.428571428571429	0.333333333333333	0	0.25	0.000154	0.6
"739"	"pgsql"	"xt-1M-1000-120-4"	749	2225	0	0.428571428571429	1	0	0.25	9.5e-05	0
"740"	"pgsql"	"xt-1M-1000-120-4"	749	2228	0	0.428571428571429	0	0	0.5	7.6e-05	0
"741"	"pgsql"	"xt-1M-1000-120-4"	749	2263	0	0.428571428571429	1	0	0.5	5.9e-05	0
"742"	"pgsql"	"xt-1M-1000-120-4"	749	2283	0	0.428571428571429	0	0	0.75	4.8e-05	0.4
"743"	"pgsql"	"xt-1M-1000-120-4"	749	2301	0	0.428571428571429	0.333333333333333	0	0.75	4.3e-05	0.1
"744"	"pgsql"	"xt-1M-1000-120-4"	749	2304	0	0.428571428571429	0.666666666666667	0	0.75	6.7e-05	0.6
"745"	"pgsql"	"xt-1M-1000-120-4"	749	2322	0	0.428571428571429	1	0	0.75	4.8e-05	0.2
"746"	"pgsql"	"xt-1M-1000-120-4"	749	2323	0	0.428571428571429	0	0	1	2.6e-05	0
"747"	"pgsql"	"xt-1M-1000-120-4"	749	2342	0	0.428571428571429	0.666666666666667	0	1	4e-05	0.1
"748"	"pgsql"	"xt-1M-1000-120-4"	749	2344	0	0.428571428571429	1	0	1	2.2e-05	0.1
"749"	"pgsql"	"xt-1M-1000-120-4"	749	2362	0	0.428571428571429	0	0.01	0	0.59501	0
"750"	"pgsql"	"xt-1M-1000-120-4"	749	2382	0	0.428571428571429	0.333333333333333	0.01	0	0.376467	1
"751"	"pgsql"	"xt-1M-1000-120-4"	749	2384	0	0.428571428571429	0.666666666666667	0.01	0	0.471602	0
"752"	"pgsql"	"xt-1M-1000-120-4"	749	2387	0	0.428571428571429	1	0.01	0	0.397535	0
"753"	"pgsql"	"xt-1M-1000-120-4"	749	3003	0	0.428571428571429	0	0.1	0	0.523919	0
"754"	"pgsql"	"xt-1M-1000-120-4"	749	3004	0	0.428571428571429	0.333333333333333	0.1	0	0.46915	0
"755"	"pgsql"	"xt-1M-1000-120-4"	749	3023	0	0.428571428571429	0.666666666666667	0.1	0	0.325739	0
"756"	"pgsql"	"xt-1M-1000-120-4"	749	3024	0	0.428571428571429	1	0.1	0	0.38497	0
"757"	"pgsql"	"xt-1M-1000-120-4"	749	3183	0	0.428571428571429	0	1	0	0.367661	0
"758"	"pgsql"	"xt-1M-1000-120-4"	749	3184	0	0.428571428571429	0.333333333333333	1	0	0.42923	0
"759"	"pgsql"	"xt-1M-1000-120-4"	749	3203	0	0.428571428571429	0.666666666666667	1	0	0.356868	0
"760"	"pgsql"	"xt-1M-1000-120-4"	749	3204	0	0.428571428571429	1	1	0	0.347262	0
"761"	"pgsql"	"xt-1M-1000-120-8"	829	3764	0	1	0	0	0.25	3.5e-05	0.1
"762"	"pgsql"	"xt-1M-1000-120-8"	829	3804	0	1	0.333333333333333	0	0.25	6.6e-05	0.3
"763"	"pgsql"	"xt-1M-1000-120-8"	829	3806	0	1	0.666666666666667	0	0.25	1.9e-05	0.2
"764"	"pgsql"	"xt-1M-1000-120-8"	829	3823	0	1	1	0	0.25	4e-05	0.1
"765"	"pgsql"	"xt-1M-1000-120-8"	829	3843	0	1	0	0	0.5	5.1e-05	0.1
"766"	"pgsql"	"xt-1M-1000-120-8"	829	3863	0	1	0.333333333333333	0	0.5	9.4e-05	0.1
"767"	"pgsql"	"xt-1M-1000-120-8"	829	4164	0	1	0.666666666666667	0	0.5	0.000108	0.1
"768"	"pgsql"	"xt-1M-1000-120-8"	829	4184	0	1	1	0	0.5	5.4e-05	0.1
"769"	"pgsql"	"xt-1M-1000-120-8"	829	4204	0	1	0	0	0.75	4.8e-05	0.1
"770"	"pgsql"	"xt-1M-1000-120-8"	829	4224	0	1	0.333333333333333	0	0.75	4.1e-05	0.1
"771"	"pgsql"	"xt-1M-1000-120-8"	829	4244	0	1	0.666666666666667	0	0.75	6.1e-05	0
"772"	"pgsql"	"xt-1M-1000-120-8"	829	4265	0	1	1	0	0.75	6e-05	0.1
"773"	"pgsql"	"xt-1M-1000-120-8"	829	4384	0	1	0	0	1	9.1e-05	0.3
"774"	"pgsql"	"xt-1M-1000-120-8"	829	4604	0	1	0.333333333333333	0	1	0.000145	0.4
"775"	"pgsql"	"xt-1M-1000-120-8"	829	4625	0	1	0.666666666666667	0	1	7.2e-05	0.2
"776"	"pgsql"	"xt-1M-1000-120-8"	829	4724	0	1	1	0	1	0.000126	0.1
"777"	"pgsql"	"xt-1M-1000-120-8"	829	4765	0	1	0	0.01	0	0.399725	0.5
"778"	"pgsql"	"xt-1M-1000-120-8"	829	4805	0	1	0.333333333333333	0.01	0	0.279523	0.4
"779"	"pgsql"	"xt-1M-1000-120-8"	829	4824	0	1	0.666666666666667	0.01	0	0.497153	0.5
"780"	"pgsql"	"xt-1M-1000-120-8"	829	4844	0	1	1	0.01	0	0.517937	1
"781"	"pgsql"	"xt-1M-1000-120-8"	829	5205	0	1	0	0.1	0	0.299417	0.4
"782"	"pgsql"	"xt-1M-1000-120-8"	829	5245	0	1	0.333333333333333	0.1	0	0.528212	0.7
"783"	"pgsql"	"xt-1M-1000-120-8"	829	5284	0	1	0.666666666666667	0.1	0	0.397909	0.6
"784"	"pgsql"	"xt-1M-1000-120-8"	829	5304	0	1	1	0.1	0	0.284647	0.4
"785"	"pgsql"	"xt-1M-1000-120-8"	829	5606	0	1	0	1	0	0.436284	0
"786"	"pgsql"	"xt-1M-1000-120-8"	829	5608	0	1	0.333333333333333	1	0	0.322083	0
"787"	"pgsql"	"xt-1M-1000-120-8"	829	5626	0	1	0.666666666666667	1	0	0.44738	0
"788"	"pgsql"	"xt-1M-1000-120-8"	829	5628	0	1	1	1	0	0.215497	0
"789"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4425	1	0	0	0	0.25	0.834708	0.5
"790"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4426	1	0	0.333333333333333	0	0.25	0.870374	0.5
"791"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4444	1	0	0.666666666666667	0	0.25	0.916729	0.5
"792"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4445	1	0	1	0	0.25	0.898563	0.5
"793"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4464	1	0	0	0	0.5	0.90179	0.5
"794"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4465	1	0	0.333333333333333	0	0.5	0.848974	0.5
"795"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4484	1	0	0.666666666666667	0	0.5	0.879032	0.5
"796"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4486	1	0	1	0	0.5	0.880456	0.5
"797"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4504	1	0	0	0	0.75	0.907313	0.5
"798"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4505	1	0	0.333333333333333	0	0.75	0.865224	0.5
"799"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4524	1	0	0.666666666666667	0	0.75	0.912201	0.5
"800"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4525	1	0	1	0	0.75	0.95139	0.5
"801"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4544	1	0	0	0	1	0.915828	0.5
"802"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4545	1	0	0.333333333333333	0	1	0.877725	0.5
"803"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4564	1	0	0.666666666666667	0	1	0.906496	0.5
"804"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4565	1	0	1	0	1	0.914322	0.5
"805"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4584	1	0	0	0.01	0	0.358069	0.6
"806"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4585	1	0	0.333333333333333	0.01	0	0.39142	0.6
"807"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4624	1	0	0.666666666666667	0.01	0	0.283167	0.5
"808"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4626	1	0	1	0.01	0	0.227729	1
"809"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4804	1	0	0	0.1	0	0.382548	0.5
"810"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4806	1	0	0.333333333333333	0.1	0	0.32124	0.5
"811"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4825	1	0	0.666666666666667	0.1	0	0.437242	0.5
"812"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	4845	1	0	1	0.1	0	0.338106	0.7
"813"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	5066	1	0	0	1	0	0.391422	0.5
"814"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	5085	1	0	0.333333333333333	1	0	0.392513	0.5
"815"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	5105	1	0	0.666666666666667	1	0	0.344239	0.5
"816"	"sqlserver"	"pk-xt-30K-1000-120-1"	869	5125	1	0	1	1	0	0.348442	0.5
"817"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7026	1	0.142857142857143	0	0	0.25	0.004631	0.6
"818"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7046	1	0.142857142857143	0.333333333333333	0	0.25	0.004258	0.6
"819"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7066	1	0.142857142857143	0.666666666666667	0	0.25	0.004991	0.6
"820"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7086	1	0.142857142857143	1	0	0.25	0.004459	0.6
"821"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7106	1	0.142857142857143	0	0	0.5	0.002758	0.5
"822"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7126	1	0.142857142857143	0.333333333333333	0	0.5	0.001771	0.3
"823"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7146	1	0.142857142857143	0.666666666666667	0	0.5	0.002082	0.6
"824"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7166	1	0.142857142857143	1	0	0.5	0.002381	0.1
"825"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7186	1	0.142857142857143	0	0	0.75	0.001572	0
"826"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7206	1	0.142857142857143	0.333333333333333	0	0.75	0.00162	0
"827"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7226	1	0.142857142857143	0.666666666666667	0	0.75	0.001919	0.2
"828"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7266	1	0.142857142857143	1	0	0.75	0.003035	0
"829"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7287	1	0.142857142857143	0	0	1	0.001456	0.5
"830"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7307	1	0.142857142857143	0.333333333333333	0	1	0.001441	0.3
"831"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7326	1	0.142857142857143	0.666666666666667	0	1	0.00177	0.5
"832"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7346	1	0.142857142857143	1	0	1	0.001644	0.3
"833"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7386	1	0.142857142857143	0	0.01	0	0.001861	0
"834"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7407	1	0.142857142857143	0.333333333333333	0.01	0	0.002119	0
"835"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7426	1	0.142857142857143	0.666666666666667	0.01	0	0.002001	0
"836"	"sqlserver"	"pk-xt-30K-1000-120-2"	1110	7446	1	0.142857142857143	1	0.01	0	0.001858	0
"837"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8347	1	0.428571428571429	0	0	0.25	0.000224	0.6
"838"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8446	1	0.428571428571429	0.333333333333333	0	0.25	0.000561	0.6
"839"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8467	1	0.428571428571429	0.666666666666667	0	0.25	0.000375	0.6
"840"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8506	1	0.428571428571429	1	0	0.25	0.000806	0.6
"841"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8546	1	0.428571428571429	0	0	0.5	0.000466	0.6
"842"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8566	1	0.428571428571429	0.333333333333333	0	0.5	0.000995	0.6
"843"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8587	1	0.428571428571429	0.666666666666667	0	0.5	0.001291	0.6
"844"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8626	1	0.428571428571429	1	0	0.5	0.001125	0.6
"845"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8666	1	0.428571428571429	0	0	0.75	0.001043	0.6
"846"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8826	1	0.428571428571429	0.333333333333333	0	0.75	0.001406	0.6
"847"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8846	1	0.428571428571429	0.666666666666667	0	0.75	0.001347	0.6
"848"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8866	1	0.428571428571429	1	0	0.75	0.001563	0.6
"849"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8886	1	0.428571428571429	0	0	1	0.001269	0.6
"850"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8906	1	0.428571428571429	0.333333333333333	0	1	0.001279	0.6
"851"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8926	1	0.428571428571429	0.666666666666667	0	1	0.001278	0.6
"852"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8946	1	0.428571428571429	1	0	1	0.00147	0.6
"853"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8966	1	0.428571428571429	0	0.01	0	0.000539	1
"854"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	8986	1	0.428571428571429	0.333333333333333	0.01	0	0.000545	1
"855"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9006	1	0.428571428571429	0.666666666666667	0.01	0	0.000547	1
"856"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9026	1	0.428571428571429	1	0.01	0	0.000574	1
"857"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9046	1	0.428571428571429	0	0.1	0	0.000588	1
"858"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9067	1	0.428571428571429	0.333333333333333	0.1	0	0.000551	1
"859"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9086	1	0.428571428571429	0.666666666666667	0.1	0	0.000549	1
"860"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9106	1	0.428571428571429	1	0.1	0	0.000546	1
"861"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9126	1	0.428571428571429	0	1	0	0.000543	1
"862"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9146	1	0.428571428571429	0.333333333333333	1	0	0.00054	1
"863"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9166	1	0.428571428571429	0.666666666666667	1	0	0.000543	1
"864"	"sqlserver"	"pk-xt-30K-1000-120-4"	1232	9186	1	0.428571428571429	1	1	0	0.000543	1
"865"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9398	1	1	0	0	0.25	0.000168	0.7
"866"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9399	1	1	0.333333333333333	0	0.25	0.000134	1
"867"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9400	1	1	0.666666666666667	0	0.25	8.3e-05	1
"868"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9401	1	1	1	0	0.25	0.000815	1
"869"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9402	1	1	0	0	0.5	0.000149	1
"870"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9403	1	1	0.333333333333333	0	0.5	0.000252	0.4
"871"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9404	1	1	0.666666666666667	0	0.5	0.000563	1
"872"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9405	1	1	1	0	0.5	0.000859	0.7
"873"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9406	1	1	0	0	0.75	0.000172	0.7
"874"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9407	1	1	0.333333333333333	0	0.75	0.000266	0.7
"875"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9408	1	1	0.666666666666667	0	0.75	0.000386	0.7
"876"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9410	1	1	1	0	0.75	0.000575	0.7
"877"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9411	1	1	0	0	1	0	0.4
"878"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9459	1	1	0.333333333333333	0	1	0.000218	0.7
"879"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9460	1	1	0.666666666666667	0	1	0.000335	0.7
"880"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9461	1	1	1	0	1	0.000454	0.7
"881"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9462	1	1	0	0.01	0	0.001238	0.3
"882"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9463	1	1	0.333333333333333	0.01	0	0.001226	0.3
"883"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9464	1	1	0.666666666666667	0.01	0	0.001231	1
"884"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9465	1	1	1	0.01	0	0.001239	0.3
"885"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9466	1	1	0	0.1	0	0.001254	0.3
"886"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9467	1	1	0.333333333333333	0.1	0	0.001241	1
"887"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9468	1	1	0.666666666666667	0.1	0	0.00125	0.3
"888"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9469	1	1	1	0.1	0	0.001226	1
"889"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9470	1	1	0	1	0	0.001245	0.3
"890"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9471	1	1	0.333333333333333	1	0	0.001086	0.3
"891"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9472	1	1	0.666666666666667	1	0	0.001261	0.3
"892"	"sqlserver"	"pk-xt-30K-1000-120-8"	1649	9473	1	1	1	1	0	0.001272	1
"893"	"sqlserver"	"xt-30K-1000-120-1"	611	41	0	0	0	0	0.25	0.779387	0.5
"894"	"sqlserver"	"xt-30K-1000-120-1"	611	42	0	0	0.333333333333333	0	0.25	0.813824	0.5
"895"	"sqlserver"	"xt-30K-1000-120-1"	611	61	0	0	0.666666666666667	0	0.25	0.881232	0.5
"896"	"sqlserver"	"xt-30K-1000-120-1"	611	62	0	0	1	0	0.25	0.820981	0.5
"897"	"sqlserver"	"xt-30K-1000-120-1"	611	81	0	0	0	0	0.5	0.811824	0.5
"898"	"sqlserver"	"xt-30K-1000-120-1"	611	101	0	0	0.333333333333333	0	0.5	0.90325	0.5
"899"	"sqlserver"	"xt-30K-1000-120-1"	611	121	0	0	0.666666666666667	0	0.5	0.889539	0.5
"900"	"sqlserver"	"xt-30K-1000-120-1"	611	141	0	0	1	0	0.5	0.9732	0.5
"901"	"sqlserver"	"xt-30K-1000-120-1"	611	142	0	0	0	0	0.75	0.869182	0.5
"902"	"sqlserver"	"xt-30K-1000-120-1"	611	143	0	0	0.333333333333333	0	0.75	0.843285	0.5
"903"	"sqlserver"	"xt-30K-1000-120-1"	611	161	0	0	0.666666666666667	0	0.75	0.881146	0.5
"904"	"sqlserver"	"xt-30K-1000-120-1"	611	162	0	0	1	0	0.75	1	0.5
"905"	"sqlserver"	"xt-30K-1000-120-1"	611	181	0	0	0	0	1	0.848626	0.5
"906"	"sqlserver"	"xt-30K-1000-120-1"	611	182	0	0	0.333333333333333	0	1	0.863723	0.5
"907"	"sqlserver"	"xt-30K-1000-120-1"	611	201	0	0	0.666666666666667	0	1	0.882736	0.5
"908"	"sqlserver"	"xt-30K-1000-120-1"	611	221	0	0	1	0	1	0.878083	0.5
"909"	"sqlserver"	"xt-30K-1000-120-1"	611	222	0	0	0	0.01	0	0.347629	0.6
"910"	"sqlserver"	"xt-30K-1000-120-1"	611	241	0	0	0.333333333333333	0.01	0	0.311283	0.6
"911"	"sqlserver"	"xt-30K-1000-120-1"	611	261	0	0	0.666666666666667	0.01	0	0.320041	0.5
"912"	"sqlserver"	"xt-30K-1000-120-1"	611	281	0	0	1	0.01	0	0.306644	0.5
"913"	"sqlserver"	"xt-30K-1000-120-1"	611	583	0	0	0	0.1	0	0.410158	0.6
"914"	"sqlserver"	"xt-30K-1000-120-1"	611	602	0	0	0.333333333333333	0.1	0	0.319924	0.6
"915"	"sqlserver"	"xt-30K-1000-120-1"	611	621	0	0	0.666666666666667	0.1	0	0.249887	0.6
"916"	"sqlserver"	"xt-30K-1000-120-1"	611	642	0	0	1	0.1	0	0.386484	0.5
"917"	"sqlserver"	"xt-30K-1000-120-1"	611	981	0	0	0	1	0	0.331855	0.5
"918"	"sqlserver"	"xt-30K-1000-120-1"	611	1002	0	0	0.333333333333333	1	0	0.367082	0.5
"919"	"sqlserver"	"xt-30K-1000-120-1"	611	1022	0	0	0.666666666666667	1	0	0.359201	0.6
"920"	"sqlserver"	"xt-30K-1000-120-1"	611	1041	0	0	1	1	0	0.355298	0.6
"921"	"sqlserver"	"xt-30K-1000-120-2"	989	6066	0	0.142857142857143	0	0	0.25	0.00278	0.6
"922"	"sqlserver"	"xt-30K-1000-120-2"	989	6086	0	0.142857142857143	0.333333333333333	0	0.25	0.001581	0.6
"923"	"sqlserver"	"xt-30K-1000-120-2"	989	6106	0	0.142857142857143	0.666666666666667	0	0.25	0.001832	0.2
"924"	"sqlserver"	"xt-30K-1000-120-2"	989	6107	0	0.142857142857143	1	0	0.25	0.001885	0
"925"	"sqlserver"	"xt-30K-1000-120-2"	989	6126	0	0.142857142857143	0	0	0.5	0.001719	0.5
"926"	"sqlserver"	"xt-30K-1000-120-2"	989	6146	0	0.142857142857143	0.333333333333333	0	0.5	0.003514	0.6
"927"	"sqlserver"	"xt-30K-1000-120-2"	989	6166	0	0.142857142857143	0.666666666666667	0	0.5	0.004308	0.6
"928"	"sqlserver"	"xt-30K-1000-120-2"	989	6167	0	0.142857142857143	1	0	0.5	0.00434	0.6
"929"	"sqlserver"	"xt-30K-1000-120-2"	989	6186	0	0.142857142857143	0	0	0.75	0.003801	0.6
"930"	"sqlserver"	"xt-30K-1000-120-2"	989	6188	0	0.142857142857143	0.333333333333333	0	0.75	0.003996	0.6
"931"	"sqlserver"	"xt-30K-1000-120-2"	989	6206	0	0.142857142857143	0.666666666666667	0	0.75	0.003737	0.6
"932"	"sqlserver"	"xt-30K-1000-120-2"	989	6226	0	0.142857142857143	1	0	0.75	0.003909	0.6
"933"	"sqlserver"	"xt-30K-1000-120-2"	989	6246	0	0.142857142857143	0	0	1	0.0034	0.6
"934"	"sqlserver"	"xt-30K-1000-120-2"	989	6247	0	0.142857142857143	0.333333333333333	0	1	0.002011	0.2
"935"	"sqlserver"	"xt-30K-1000-120-2"	989	6266	0	0.142857142857143	0.666666666666667	0	1	0.002053	0.2
"936"	"sqlserver"	"xt-30K-1000-120-2"	989	6267	0	0.142857142857143	1	0	1	0.002473	0
"937"	"sqlserver"	"xt-30K-1000-120-2"	989	6286	0	0.142857142857143	0	0.01	0	0.001918	0.1
"938"	"sqlserver"	"xt-30K-1000-120-2"	989	6287	0	0.142857142857143	0.333333333333333	0.01	0	0.001919	0.1
"939"	"sqlserver"	"xt-30K-1000-120-2"	989	6306	0	0.142857142857143	0.666666666666667	0.01	0	0.001846	0
"940"	"sqlserver"	"xt-30K-1000-120-2"	989	6307	0	0.142857142857143	1	0.01	0	0.001816	0
"941"	"sqlserver"	"xt-30K-1000-120-2"	989	6486	0	0.142857142857143	0	0.1	0	0.001822	0.1
"942"	"sqlserver"	"xt-30K-1000-120-2"	989	6487	0	0.142857142857143	0.333333333333333	0.1	0	0.00182	1
"943"	"sqlserver"	"xt-30K-1000-120-2"	989	6506	0	0.142857142857143	0.666666666666667	0.1	0	0.001867	0.1
"944"	"sqlserver"	"xt-30K-1000-120-2"	989	6507	0	0.142857142857143	1	0.1	0	0.001833	0
"945"	"sqlserver"	"xt-30K-1000-120-2"	989	6726	0	0.142857142857143	0	1	0	0.001853	0
"946"	"sqlserver"	"xt-30K-1000-120-2"	989	6727	0	0.142857142857143	0.333333333333333	1	0	0.001864	0
"947"	"sqlserver"	"xt-30K-1000-120-2"	989	6728	0	0.142857142857143	0.666666666666667	1	0	0.001579	0
"948"	"sqlserver"	"xt-30K-1000-120-2"	989	6746	0	0.142857142857143	1	1	0	0.001764	0.2
"949"	"sqlserver"	"xt-30K-1000-120-4"	1469	7746	0	0.428571428571429	0	0	0.25	0.000932	0.6
"950"	"sqlserver"	"xt-30K-1000-120-4"	1469	9345	0	0.428571428571429	0.333333333333333	0	0.25	0.001122	0.6
"951"	"sqlserver"	"xt-30K-1000-120-4"	1469	9346	0	0.428571428571429	0.666666666666667	0	0.25	0.001243	0.5
"952"	"sqlserver"	"xt-30K-1000-120-4"	1469	9347	0	0.428571428571429	1	0	0.25	0.001183	0.6
"953"	"sqlserver"	"xt-30K-1000-120-4"	1469	9349	0	0.428571428571429	0	0	0.5	0.000982	0.6
"954"	"sqlserver"	"xt-30K-1000-120-4"	1469	9350	0	0.428571428571429	0.333333333333333	0	0.5	0.001038	0.7
"955"	"sqlserver"	"xt-30K-1000-120-4"	1469	9351	0	0.428571428571429	0.666666666666667	0	0.5	0.000984	0.6
"956"	"sqlserver"	"xt-30K-1000-120-4"	1469	9352	0	0.428571428571429	1	0	0.5	0.001206	0.6
"957"	"sqlserver"	"xt-30K-1000-120-4"	1469	9354	0	0.428571428571429	0	0	0.75	0.001087	0.6
"958"	"sqlserver"	"xt-30K-1000-120-4"	1469	9356	0	0.428571428571429	0.333333333333333	0	0.75	0.000963	0.6
