DBMS	EXPERIMENTNAME	RUNID	BATCHSETID	PK	NUMPROCESSORS	ACTROWPOOL	PCTREAD	PCTUPDATE	ROUND(ATP,3)	MAXMPL
oracle	xt-1M-1000-120-8	1109	4164	0	8	.75	0	50	35.876	100
oracle	xt-1M-1000-120-8	1109	4184	0	8	1	0	50	37.089	100
oracle	xt-1M-1000-120-8	1109	4204	0	8	.25	0	75	34.134	100
oracle	xt-1M-1000-120-8	1109	4224	0	8	.5	0	75	36.7	100
oracle	xt-1M-1000-120-8	1109	4244	0	8	.75	0	75	54.754	100
oracle	xt-1M-1000-120-8	1109	4265	0	8	1	0	75	52.21	100
oracle	xt-1M-1000-120-8	1109	4384	0	8	.25	0	100	86.778	100
oracle	xt-1M-1000-120-8	1109	4604	0	8	.5	0	100	42.782	100
oracle	xt-1M-1000-120-8	1109	4625	0	8	.75	0	100	56.77	100
oracle	xt-1M-1000-120-8	1109	4724	0	8	1	0	100	49.822	100
oracle	xt-1M-1000-120-8	1109	4765	0	8	.25	.01	0	985.686	500
oracle	xt-1M-1000-120-8	1109	4805	0	8	.5	.01	0	2365.956	600
oracle	xt-1M-1000-120-8	1109	4824	0	8	.75	.01	0	1785.797	1100
oracle	xt-1M-1000-120-8	1109	4844	0	8	1	.01	0	4902.28	600
oracle	xt-1M-1000-120-8	1109	5205	0	8	.25	.1	0	1009.217	400
oracle	xt-1M-1000-120-8	1109	5245	0	8	.5	.1	0	3591.282	200
oracle	xt-1M-1000-120-8	1109	5284	0	8	.75	.1	0	3055.065	500
oracle	xt-1M-1000-120-8	1109	5304	0	8	1	.1	0	2354.99	600
oracle	xt-1M-1000-120-8	1109	5606	0	8	.25	1	0	1096.88	500
oracle	xt-1M-1000-120-8	1109	5608	0	8	.5	1	0	3354.004	1100
oracle	xt-1M-1000-120-8	1109	5626	0	8	.75	1	0	4109.784	1100
oracle	xt-1M-1000-120-8	1109	5628	0	8	1	1	0	2545.301	300
pgsql	pk-xt-1M-1000-120-1	1129	7207	1	1	.25	0	25	86.03	1100
pgsql	pk-xt-1M-1000-120-1	1129	7246	1	1	.5	0	25	76.988	1100
pgsql	pk-xt-1M-1000-120-1	1129	7286	1	1	.75	0	25	73.903	1100
pgsql	pk-xt-1M-1000-120-1	1129	7306	1	1	1	0	25	84.367	1100
pgsql	pk-xt-1M-1000-120-1	1129	7327	1	1	.25	0	50	70.633	1100
pgsql	pk-xt-1M-1000-120-1	1129	7366	1	1	.5	0	50	63.801	1100
pgsql	pk-xt-1M-1000-120-1	1129	7406	1	1	.75	0	50	58.816	1100
pgsql	pk-xt-1M-1000-120-1	1129	7427	1	1	1	0	50	64.924	1100
pgsql	pk-xt-1M-1000-120-1	1129	7467	1	1	.25	0	75	70.575	1100
pgsql	pk-xt-1M-1000-120-1	1129	7506	1	1	.5	0	75	73.112	1100
pgsql	pk-xt-1M-1000-120-1	1129	7546	1	1	.75	0	75	64.313	1100
pgsql	pk-xt-1M-1000-120-1	1129	7587	1	1	1	0	75	64.567	1100
pgsql	pk-xt-1M-1000-120-1	1129	7627	1	1	.25	0	100	63.21	1100
pgsql	pk-xt-1M-1000-120-1	1129	7666	1	1	.5	0	100	79.895	1100
pgsql	pk-xt-1M-1000-120-1	1129	7686	1	1	.75	0	100	81.216	1100
pgsql	pk-xt-1M-1000-120-1	1129	7706	1	1	1	0	100	76.46	1100
pgsql	pk-xt-1M-1000-120-1	1129	7726	1	1	.25	.01	0	145.078	1100
pgsql	pk-xt-1M-1000-120-1	1129	7747	1	1	.5	.01	0	147.947	1100
pgsql	pk-xt-1M-1000-120-1	1129	7766	1	1	.75	.01	0	145.993	1100
pgsql	pk-xt-1M-1000-120-1	1129	7786	1	1	1	.01	0	142.324	1100
pgsql	pk-xt-1M-1000-120-1	1129	8126	1	1	.25	.1	0	670.417	1100
pgsql	pk-xt-1M-1000-120-1	1129	8146	1	1	.5	.1	0	679.361	1100
pgsql	pk-xt-1M-1000-120-1	1129	8166	1	1	.75	.1	0	641.707	1100
pgsql	pk-xt-1M-1000-120-1	1129	8186	1	1	1	.1	0	616.108	1100
pgsql	pk-xt-1M-1000-120-1	1129	8526	1	1	.25	1	0	5479.933	1100
pgsql	pk-xt-1M-1000-120-1	1129	8547	1	1	.5	1	0	5846.705	1100
pgsql	pk-xt-1M-1000-120-1	1129	8567	1	1	.75	1	0	5673.57	1100
pgsql	pk-xt-1M-1000-120-1	1129	8586	1	1	1	1	0	5396.672	1100
pgsql	pk-xt-1M-1000-120-2	1729	9266	1	2	.25	0	25	67.891	1100
pgsql	pk-xt-1M-1000-120-2	1729	9305	1	2	.5	0	25	90.308	500
pgsql	pk-xt-1M-1000-120-2	1729	9306	1	2	.75	0	25	67.114	1100
pgsql	pk-xt-1M-1000-120-2	1729	9308	1	2	1	0	25	84.309	600
pgsql	pk-xt-1M-1000-120-2	1729	9310	1	2	.25	0	50	63.521	1100
pgsql	pk-xt-1M-1000-120-2	1729	9312	1	2	.5	0	50	79.21	500
pgsql	pk-xt-1M-1000-120-2	1729	9313	1	2	.75	0	50	1.771	1100
pgsql	pk-xt-1M-1000-120-2	1729	9315	1	2	1	0	50	1.723	1100
pgsql	pk-xt-1M-1000-120-2	1729	9317	1	2	.25	0	75	1.711	1100
pgsql	pk-xt-1M-1000-120-2	1729	9319	1	2	.5	0	75	1.696	1100
pgsql	pk-xt-1M-1000-120-2	1729	9321	1	2	.75	0	75	1.665	1100
pgsql	pk-xt-1M-1000-120-2	1729	9323	1	2	1	0	75	1.702	1100
pgsql	pk-xt-1M-1000-120-2	1729	9329	1	2	.25	0	100	1.66	1100
pgsql	pk-xt-1M-1000-120-2	1729	9334	1	2	.5	0	100	1.701	1100
pgsql	pk-xt-1M-1000-120-2	1729	9337	1	2	.75	0	100	1.667	1100
pgsql	pk-xt-1M-1000-120-2	1729	9340	1	2	1	0	100	1.669	1100
pgsql	pk-xt-1M-1000-120-2	1729	9341	1	2	.25	.01	0	1.689	1100
pgsql	pk-xt-1M-1000-120-2	1729	9434	1	2	.5	.01	0	1.672	1100
pgsql	pk-xt-1M-1000-120-2	1729	9436	1	2	.75	.01	0	1.677	1100
pgsql	pk-xt-1M-1000-120-2	1729	9439	1	2	1	.01	0	1.717	1100
pgsql	pk-xt-1M-1000-120-2	1729	9441	1	2	.25	.1	0	1.676	1100
pgsql	pk-xt-1M-1000-120-2	1729	9443	1	2	.5	.1	0	1.703	1100
pgsql	pk-xt-1M-1000-120-2	1729	9445	1	2	.75	.1	0	1.698	1100
pgsql	pk-xt-1M-1000-120-2	1729	9447	1	2	1	.1	0	68372.455	1100
pgsql	pk-xt-1M-1000-120-2	1729	9448	1	2	.25	1	0	68612.907	1100
pgsql	pk-xt-1M-1000-120-2	1729	9450	1	2	.5	1	0	76021.838	1100
pgsql	pk-xt-1M-1000-120-2	1729	9452	1	2	.75	1	0	67048.622	700
pgsql	pk-xt-1M-1000-120-2	1729	9454	1	2	1	1	0	69097.236	1100
pgsql	pk-xt-1M-1000-120-4	1472	8686	1	4	.25	0	25	13.977	1100
pgsql	pk-xt-1M-1000-120-4	1472	8766	1	4	.5	0	25	12.67	700
pgsql	pk-xt-1M-1000-120-4	1472	8806	1	4	.75	0	25	17.868	1100
pgsql	pk-xt-1M-1000-120-4	1472	9413	1	4	1	0	25	17.443	1100
pgsql	pk-xt-1M-1000-120-4	1472	9415	1	4	.25	0	50	11.679	1100
pgsql	pk-xt-1M-1000-120-4	1472	9417	1	4	.5	0	50	14.387	1100
pgsql	pk-xt-1M-1000-120-4	1472	9418	1	4	.75	0	50	15.386	1100
pgsql	pk-xt-1M-1000-120-4	1472	9420	1	4	1	0	50	11.999	1100
pgsql	pk-xt-1M-1000-120-4	1472	9422	1	4	.25	0	75	10.766	1100
pgsql	pk-xt-1M-1000-120-4	1472	9424	1	4	.5	0	75	14.524	1100
pgsql	pk-xt-1M-1000-120-4	1472	9426	1	4	.75	0	75	11.005	600
pgsql	pk-xt-1M-1000-120-4	1472	9427	1	4	1	0	75	18.617	700
pgsql	pk-xt-1M-1000-120-4	1472	9429	1	4	.25	0	100	47.103	100
pgsql	pk-xt-1M-1000-120-4	1472	9431	1	4	.5	0	100	21.814	700
pgsql	pk-xt-1M-1000-120-4	1472	9433	1	4	.75	0	100	39.403	100
pgsql	pk-xt-1M-1000-120-4	1472	9435	1	4	1	0	100	18.06	500
pgsql	pk-xt-1M-1000-120-4	1472	9438	1	4	.25	.01	0	67.365	600
pgsql	pk-xt-1M-1000-120-4	1472	9440	1	4	.5	.01	0	203.19	100
pgsql	pk-xt-1M-1000-120-4	1472	9442	1	4	.75	.01	0	34.366	600
pgsql	pk-xt-1M-1000-120-4	1472	9444	1	4	1	.01	0	75.59	300
pgsql	pk-xt-1M-1000-120-4	1472	9446	1	4	.25	.1	0	109.795	1100
pgsql	pk-xt-1M-1000-120-4	1472	9449	1	4	.5	.1	0	148.616	700
pgsql	pk-xt-1M-1000-120-4	1472	9451	1	4	.75	.1	0	236.224	600
pgsql	pk-xt-1M-1000-120-4	1472	9453	1	4	1	.1	0	124.089	800
pgsql	pk-xt-1M-1000-120-4	1472	9455	1	4	.25	1	0	1625.209	1100
pgsql	pk-xt-1M-1000-120-4	1472	9456	1	4	.5	1	0	1593.984	800
pgsql	pk-xt-1M-1000-120-4	1472	9457	1	4	.75	1	0	3082.094	500
pgsql	pk-xt-1M-1000-120-4	1472	9458	1	4	1	1	0	2374.428	500
pgsql	pk-xt-1M-1000-120-8	1749	9295	1	8	.25	0	25	18.404	400
pgsql	pk-xt-1M-1000-120-8	1749	9304	1	8	.5	0	25	96.39	300
pgsql	pk-xt-1M-1000-120-8	1749	9307	1	8	.75	0	25	12.971	400
pgsql	pk-xt-1M-1000-120-8	1749	9309	1	8	1	0	25	72.259	100
pgsql	pk-xt-1M-1000-120-8	1749	9311	1	8	.25	0	50	14.209	400
pgsql	pk-xt-1M-1000-120-8	1749	9314	1	8	.5	0	50	87.257	500
pgsql	pk-xt-1M-1000-120-8	1749	9316	1	8	.75	0	50	137.294	100
pgsql	pk-xt-1M-1000-120-8	1749	9318	1	8	1	0	50	11.382	400
pgsql	pk-xt-1M-1000-120-8	1749	9320	1	8	.25	0	75	10.992	500
pgsql	pk-xt-1M-1000-120-8	1749	9322	1	8	.5	0	75	17.592	200
pgsql	pk-xt-1M-1000-120-8	1749	9328	1	8	.75	0	75	53.323	200
pgsql	pk-xt-1M-1000-120-8	1749	9336	1	8	1	0	75	152.563	100
pgsql	pk-xt-1M-1000-120-8	1749	9339	1	8	.25	0	100	116.372	500
pgsql	pk-xt-1M-1000-120-8	1749	9348	1	8	.5	0	100	157.306	400
pgsql	pk-xt-1M-1000-120-8	1749	9353	1	8	.75	0	100	948.386	100
pgsql	pk-xt-1M-1000-120-8	1749	9355	1	8	1	0	100	14.02	500
pgsql	pk-xt-1M-1000-120-8	1749	9409	1	8	.25	.01	0	18759.715	1100
pgsql	pk-xt-1M-1000-120-8	1749	9412	1	8	.5	.01	0	13348.586	1100
pgsql	pk-xt-1M-1000-120-8	1749	9414	1	8	.75	.01	0	9714.625	1100
pgsql	pk-xt-1M-1000-120-8	1749	9416	1	8	1	.01	0	30872.762	1100
pgsql	pk-xt-1M-1000-120-8	1749	9419	1	8	.25	.1	0	31896.018	1100
pgsql	pk-xt-1M-1000-120-8	1749	9421	1	8	.5	.1	0	31544.043	1100
pgsql	pk-xt-1M-1000-120-8	1749	9423	1	8	.75	.1	0	31288.577	1100
pgsql	pk-xt-1M-1000-120-8	1749	9425	1	8	1	.1	0	30858.342	1100
pgsql	pk-xt-1M-1000-120-8	1749	9428	1	8	.25	1	0	32584.443	1100
pgsql	pk-xt-1M-1000-120-8	1749	9430	1	8	.5	1	0	32112.112	1100
pgsql	pk-xt-1M-1000-120-8	1749	9432	1	8	.75	1	0	31736.763	1100
pgsql	pk-xt-1M-1000-120-8	1749	9437	1	8	1	1	0	31310.42	1100
pgsql	xt-1M-1000-120-1	969	1602	0	1	.25	0	25	86.855	600
pgsql	xt-1M-1000-120-1	969	1623	0	1	.5	0	25	89.887	200
pgsql	xt-1M-1000-120-1	969	1661	0	1	.75	0	25	104.067	100
pgsql	xt-1M-1000-120-1	969	1683	0	1	1	0	25	95.38	200
pgsql	xt-1M-1000-120-1	969	1723	0	1	.25	0	50	73.437	100
pgsql	xt-1M-1000-120-1	969	1763	0	1	.5	0	50	54.758	100
pgsql	xt-1M-1000-120-1	969	1801	0	1	.75	0	50	110.607	100
pgsql	xt-1M-1000-120-1	969	1842	0	1	1	0	50	106.371	100
pgsql	xt-1M-1000-120-1	969	1882	0	1	.25	0	75	71.357	100
pgsql	xt-1M-1000-120-1	969	1902	0	1	.5	0	75	39.266	100
pgsql	xt-1M-1000-120-1	969	1923	0	1	.75	0	75	75.868	100
pgsql	xt-1M-1000-120-1	969	1943	0	1	1	0	75	59	100
pgsql	xt-1M-1000-120-1	969	1983	0	1	.25	0	100	112.57	400
pgsql	xt-1M-1000-120-1	969	2022	0	1	.5	0	100	89.898	200
pgsql	xt-1M-1000-120-1	969	2043	0	1	.75	0	100	129.794	100
pgsql	xt-1M-1000-120-1	969	2083	0	1	1	0	100	39.824	100
pgsql	xt-1M-1000-120-1	969	2123	0	1	.25	.01	0	53701.818	1100
pgsql	xt-1M-1000-120-1	969	2142	0	1	.5	.01	0	40132.63	1100
pgsql	xt-1M-1000-120-1	969	2144	0	1	.75	.01	0	53483.795	1100
pgsql	xt-1M-1000-120-1	969	2147	0	1	1	.01	0	47736.701	1100
pgsql	xt-1M-1000-120-1	969	2503	0	1	.25	.1	0	52256.985	1100
pgsql	xt-1M-1000-120-1	969	2522	0	1	.5	.1	0	52182.922	1100
pgsql	xt-1M-1000-120-1	969	2541	0	1	.75	.1	0	49867.575	1100
pgsql	xt-1M-1000-120-1	969	2561	0	1	1	.1	0	51851.579	1100
pgsql	xt-1M-1000-120-1	969	4105	0	1	.25	1	0	59400.421	1100
pgsql	xt-1M-1000-120-1	969	4124	0	1	.5	1	0	57997.864	1100
pgsql	xt-1M-1000-120-1	969	4125	0	1	.75	1	0	55352.009	1100
pgsql	xt-1M-1000-120-1	969	4144	0	1	1	1	0	57157.258	800
pgsql	xt-1M-1000-120-2	709	401	0	2	.25	0	25	39.937	200
pgsql	xt-1M-1000-120-2	709	422	0	2	.5	0	25	34.664	200
pgsql	xt-1M-1000-120-2	709	462	0	2	.75	0	25	31.39	200
pgsql	xt-1M-1000-120-2	709	482	0	2	1	0	25	26.175	400
pgsql	xt-1M-1000-120-2	709	521	0	2	.25	0	50	27.529	200
pgsql	xt-1M-1000-120-2	709	542	0	2	.5	0	50	39.31	300
pgsql	xt-1M-1000-120-2	709	582	0	2	.75	0	50	46.789	400
pgsql	xt-1M-1000-120-2	709	601	0	2	1	0	50	24.413	600
pgsql	xt-1M-1000-120-2	709	641	0	2	.25	0	75	32.431	400
pgsql	xt-1M-1000-120-2	709	662	0	2	.5	0	75	8.166	1100
pgsql	xt-1M-1000-120-2	709	702	0	2	.75	0	75	31.734	200
pgsql	xt-1M-1000-120-2	709	741	0	2	1	0	75	39.612	200
pgsql	xt-1M-1000-120-2	709	762	0	2	.25	0	100	25.15	300
pgsql	xt-1M-1000-120-2	709	802	0	2	.5	0	100	22.415	200
pgsql	xt-1M-1000-120-2	709	841	0	2	.75	0	100	33.823	300
pgsql	xt-1M-1000-120-2	709	862	0	2	1	0	100	41.531	200
pgsql	xt-1M-1000-120-2	709	902	0	2	.25	.01	0	91831.471	1100
pgsql	xt-1M-1000-120-2	709	941	0	2	.5	.01	0	73694.544	500
pgsql	xt-1M-1000-120-2	709	962	0	2	.75	.01	0	84213.759	1100
pgsql	xt-1M-1000-120-2	709	1001	0	2	1	.01	0	74473.001	100
pgsql	xt-1M-1000-120-2	709	1441	0	2	.25	.1	0	67902.174	200
pgsql	xt-1M-1000-120-2	709	1461	0	2	.5	.1	0	72265.57	200
pgsql	xt-1M-1000-120-2	709	1482	0	2	.75	.1	0	72153.426	200
pgsql	xt-1M-1000-120-2	709	1501	0	2	1	.1	0	68240.2	200
pgsql	xt-1M-1000-120-2	709	1821	0	2	.25	1	0	68769.268	200
pgsql	xt-1M-1000-120-2	709	1841	0	2	.5	1	0	67878.204	200
pgsql	xt-1M-1000-120-2	709	1861	0	2	.75	1	0	68200.617	200
pgsql	xt-1M-1000-120-2	709	1881	0	2	1	1	0	70596.087	200
pgsql	xt-1M-1000-120-4	749	2203	0	4	.25	0	25	14.596	700
pgsql	xt-1M-1000-120-4	749	2222	0	4	.5	0	25	14.45	1100
pgsql	xt-1M-1000-120-4	749	2224	0	4	.75	0	25	12.722	200
pgsql	xt-1M-1000-120-4	749	2225	0	4	1	0	25	11.283	100
pgsql	xt-1M-1000-120-4	749	2228	0	4	.25	0	50	8.147	100
pgsql	xt-1M-1000-120-4	749	2242	0	4	.5	0	50	6.871	100
pgsql	xt-1M-1000-120-4	749	2261	0	4	.75	0	50	12.148	200
pgsql	xt-1M-1000-120-4	749	2263	0	4	1	0	50	7.062	100
pgsql	xt-1M-1000-120-4	749	2283	0	4	.25	0	75	7.528	300
pgsql	xt-1M-1000-120-4	749	2301	0	4	.5	0	75	6.371	200
pgsql	xt-1M-1000-120-4	749	2304	0	4	.75	0	75	8.848	600
pgsql	xt-1M-1000-120-4	749	2322	0	4	1	0	75	5.843	300
pgsql	xt-1M-1000-120-4	749	2323	0	4	.25	0	100	4.633	100
pgsql	xt-1M-1000-120-4	749	2326	0	4	.5	0	100	6.143	100
pgsql	xt-1M-1000-120-4	749	2342	0	4	.75	0	100	5.064	100
pgsql	xt-1M-1000-120-4	749	2344	0	4	1	0	100	3.757	800
pgsql	xt-1M-1000-120-4	749	2362	0	4	.25	.01	0	54641.336	200
pgsql	xt-1M-1000-120-4	749	2382	0	4	.5	.01	0	34572.59	1100
pgsql	xt-1M-1000-120-4	749	2384	0	4	.75	.01	0	43308.814	100
pgsql	xt-1M-1000-120-4	749	2387	0	4	1	.01	0	36507.261	100
pgsql	xt-1M-1000-120-4	749	3003	0	4	.25	.1	0	48113.01	100
pgsql	xt-1M-1000-120-4	749	3004	0	4	.5	.1	0	43083.647	100
pgsql	xt-1M-1000-120-4	749	3023	0	4	.75	.1	0	29914.254	100
pgsql	xt-1M-1000-120-4	749	3024	0	4	1	.1	0	35353.37	100
pgsql	xt-1M-1000-120-4	749	3183	0	4	.25	1	0	33763.887	100
pgsql	xt-1M-1000-120-4	749	3184	0	4	.5	1	0	39628.825	100
pgsql	xt-1M-1000-120-4	749	3203	0	4	.75	1	0	32772.784	100
pgsql	xt-1M-1000-120-4	749	3204	0	4	1	1	0	31882.295	100
pgsql	xt-1M-1000-120-8	829	3764	0	8	.25	0	25	5.036	200
pgsql	xt-1M-1000-120-8	829	3804	0	8	.5	0	25	6.284	400
pgsql	xt-1M-1000-120-8	829	3806	0	8	.75	0	25	3.635	600
pgsql	xt-1M-1000-120-8	829	3823	0	8	1	0	25	4.474	200
pgsql	xt-1M-1000-120-8	829	3843	0	8	.25	0	50	4.397	200
pgsql	xt-1M-1000-120-8	829	3863	0	8	.5	0	50	9.698	400
pgsql	xt-1M-1000-120-8	829	4164	0	8	.75	0	50	7.631	200
pgsql	xt-1M-1000-120-8	829	4184	0	8	1	0	50	7.036	200
pgsql	xt-1M-1000-120-8	829	4204	0	8	.25	0	75	5.801	200
pgsql	xt-1M-1000-120-8	829	4224	0	8	.5	0	75	4.77	200
pgsql	xt-1M-1000-120-8	829	4244	0	8	.75	0	75	6.292	100
pgsql	xt-1M-1000-120-8	829	4265	0	8	1	0	75	6.592	200
pgsql	xt-1M-1000-120-8	829	4384	0	8	.25	0	100	8.863	1100
pgsql	xt-1M-1000-120-8	829	4604	0	8	.5	0	100	13.003	1100
pgsql	xt-1M-1000-120-8	829	4625	0	8	.75	0	100	7.58	200
pgsql	xt-1M-1000-120-8	829	4724	0	8	1	0	100	15.533	400
pgsql	xt-1M-1000-120-8	829	4765	0	8	.25	.01	0	36708.363	600
pgsql	xt-1M-1000-120-8	829	4805	0	8	.5	.01	0	25670.227	500
pgsql	xt-1M-1000-120-8	829	4824	0	8	.75	.01	0	45655.141	600
pgsql	xt-1M-1000-120-8	829	4844	0	8	1	.01	0	47563.684	1100
pgsql	xt-1M-1000-120-8	829	5205	0	8	.25	.1	0	27497.032	500
pgsql	xt-1M-1000-120-8	829	5245	0	8	.5	.1	0	48507.264	800
pgsql	xt-1M-1000-120-8	829	5284	0	8	.75	.1	0	36408.739	700
pgsql	xt-1M-1000-120-8	829	5304	0	8	1	.1	0	26140.733	500
pgsql	xt-1M-1000-120-8	829	5606	0	8	.25	1	0	40065.587	100
pgsql	xt-1M-1000-120-8	829	5608	0	8	.5	1	0	29578.52	200
pgsql	xt-1M-1000-120-8	829	5626	0	8	.75	1	0	39904.648	100
pgsql	xt-1M-1000-120-8	829	5628	0	8	1	1	0	20093.275	100
sqlserver	pk-xt-30K-1000-120-1	869	4425	1	1	.25	0	25	33998.574	600
sqlserver	pk-xt-30K-1000-120-1	869	4426	1	1	.5	0	25	35449.852	600
sqlserver	pk-xt-30K-1000-120-1	869	4444	1	1	.75	0	25	37336.09	600
sqlserver	pk-xt-30K-1000-120-1	869	4445	1	1	1	0	25	36596.864	600
sqlserver	pk-xt-30K-1000-120-1	869	4464	1	1	.25	0	50	36728.205	600
sqlserver	pk-xt-30K-1000-120-1	869	4465	1	1	.5	0	50	34579.072	600
sqlserver	pk-xt-30K-1000-120-1	869	4484	1	1	.75	0	50	35802.125	600
sqlserver	pk-xt-30K-1000-120-1	869	4486	1	1	1	0	50	35860.093	600
sqlserver	pk-xt-30K-1000-120-1	869	4504	1	1	.25	0	75	36952.935	600
sqlserver	pk-xt-30K-1000-120-1	869	4505	1	1	.5	0	75	35240.282	700
sqlserver	pk-xt-30K-1000-120-1	869	4524	1	1	.75	0	75	37151.829	600
sqlserver	pk-xt-30K-1000-120-1	869	4525	1	1	1	0	75	38746.472	600
sqlserver	pk-xt-30K-1000-120-1	869	4544	1	1	.25	0	100	37299.426	600
sqlserver	pk-xt-30K-1000-120-1	869	4545	1	1	.5	0	100	35748.977	600
sqlserver	pk-xt-30K-1000-120-1	869	4564	1	1	.75	0	100	36919.689	600
sqlserver	pk-xt-30K-1000-120-1	869	4565	1	1	1	0	100	37238.135	600
sqlserver	pk-xt-30K-1000-120-1	869	4584	1	1	.25	.01	0	14603.641	700
sqlserver	pk-xt-30K-1000-120-1	869	4585	1	1	.5	.01	0	15960.756	700
sqlserver	pk-xt-30K-1000-120-1	869	4624	1	1	.75	.01	0	11555.812	600
sqlserver	pk-xt-30K-1000-120-1	869	4626	1	1	1	.01	0	9299.981	1100
sqlserver	pk-xt-30K-1000-120-1	869	4804	1	1	.25	.1	0	15599.728	600
sqlserver	pk-xt-30K-1000-120-1	869	4806	1	1	.5	.1	0	13105.043	600
sqlserver	pk-xt-30K-1000-120-1	869	4825	1	1	.75	.1	0	17825.285	600
sqlserver	pk-xt-30K-1000-120-1	869	4845	1	1	1	.1	0	13791.328	800
sqlserver	pk-xt-30K-1000-120-1	869	5066	1	1	.25	1	0	15960.818	600
sqlserver	pk-xt-30K-1000-120-1	869	5085	1	1	.5	1	0	16005.223	600
sqlserver	pk-xt-30K-1000-120-1	869	5105	1	1	.75	1	0	14040.899	600
sqlserver	pk-xt-30K-1000-120-1	869	5125	1	1	1	1	0	14211.938	600
sqlserver	pk-xt-30K-1000-120-2	1110	7026	1	2	.25	0	25	221.925	700
sqlserver	pk-xt-30K-1000-120-2	1110	7046	1	2	.5	0	25	206.757	700
sqlserver	pk-xt-30K-1000-120-2	1110	7066	1	2	.75	0	25	236.568	700
sqlserver	pk-xt-30K-1000-120-2	1110	7086	1	2	1	0	25	214.919	700
sqlserver	pk-xt-30K-1000-120-2	1110	7106	1	2	.25	0	50	145.72	600
sqlserver	pk-xt-30K-1000-120-2	1110	7126	1	2	.5	0	50	105.553	400
sqlserver	pk-xt-30K-1000-120-2	1110	7146	1	2	.75	0	50	118.216	700
sqlserver	pk-xt-30K-1000-120-2	1110	7166	1	2	1	0	50	130.353	200
sqlserver	pk-xt-30K-1000-120-2	1110	7186	1	2	.25	0	75	97.43	100
sqlserver	pk-xt-30K-1000-120-2	1110	7206	1	2	.5	0	75	99.389	100
sqlserver	pk-xt-30K-1000-120-2	1110	7226	1	2	.75	0	75	111.569	300
sqlserver	pk-xt-30K-1000-120-2	1110	7266	1	2	1	0	75	156.971	100
sqlserver	pk-xt-30K-1000-120-2	1110	7287	1	2	.25	0	100	92.707	600
sqlserver	pk-xt-30K-1000-120-2	1110	7307	1	2	.5	0	100	92.114	400
sqlserver	pk-xt-30K-1000-120-2	1110	7326	1	2	.75	0	100	105.512	600
sqlserver	pk-xt-30K-1000-120-2	1110	7346	1	2	1	0	100	100.378	400
sqlserver	pk-xt-30K-1000-120-2	1110	7386	1	2	.25	.01	0	109.197	100
sqlserver	pk-xt-30K-1000-120-2	1110	7407	1	2	.5	.01	0	119.696	100
sqlserver	pk-xt-30K-1000-120-2	1110	7426	1	2	.75	.01	0	114.898	100
sqlserver	pk-xt-30K-1000-120-2	1110	7446	1	2	1	.01	0	109.1	100
sqlserver	pk-xt-30K-1000-120-4	1232	8347	1	4	.25	0	25	42.611	700
sqlserver	pk-xt-30K-1000-120-4	1232	8446	1	4	.5	0	25	56.297	700
sqlserver	pk-xt-30K-1000-120-4	1232	8467	1	4	.75	0	25	48.737	700
sqlserver	pk-xt-30K-1000-120-4	1232	8506	1	4	1	0	25	66.287	700
sqlserver	pk-xt-30K-1000-120-4	1232	8546	1	4	.25	0	50	52.428	700
sqlserver	pk-xt-30K-1000-120-4	1232	8566	1	4	.5	0	50	73.97	700
sqlserver	pk-xt-30K-1000-120-4	1232	8587	1	4	.75	0	50	86.02	700
sqlserver	pk-xt-30K-1000-120-4	1232	8626	1	4	1	0	50	79.241	700
sqlserver	pk-xt-30K-1000-120-4	1232	8666	1	4	.25	0	75	75.912	700
sqlserver	pk-xt-30K-1000-120-4	1232	8826	1	4	.5	0	75	90.697	700
sqlserver	pk-xt-30K-1000-120-4	1232	8846	1	4	.75	0	75	88.275	700
sqlserver	pk-xt-30K-1000-120-4	1232	8866	1	4	1	0	75	97.061	700
sqlserver	pk-xt-30K-1000-120-4	1232	8886	1	4	.25	0	100	85.113	700
sqlserver	pk-xt-30K-1000-120-4	1232	8906	1	4	.5	0	100	85.533	700
sqlserver	pk-xt-30K-1000-120-4	1232	8926	1	4	.75	0	100	85.485	700
sqlserver	pk-xt-30K-1000-120-4	1232	8946	1	4	1	0	100	93.296	700
sqlserver	pk-xt-30K-1000-120-4	1232	8966	1	4	.25	.01	0	55.409	1100
sqlserver	pk-xt-30K-1000-120-4	1232	8986	1	4	.5	.01	0	55.661	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9006	1	4	.75	.01	0	55.744	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9026	1	4	1	.01	0	56.847	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9046	1	4	.25	.1	0	57.394	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9067	1	4	.5	.1	0	55.917	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9086	1	4	.75	.1	0	55.815	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9106	1	4	1	.1	0	55.69	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9126	1	4	.25	1	0	55.571	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9146	1	4	.5	1	0	55.471	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9166	1	4	.75	1	0	55.591	1100
sqlserver	pk-xt-30K-1000-120-4	1232	9186	1	4	1	1	0	55.588	1100
