EXPERIMENTNAME	RUNID	BATCHSETID	MPL	NUMEXECXACTS	PROCTIME	TPS
xt-30K-1000-120-8	2269	9326	300	167111.4	36014256.8	1.39246039777065142335732957550028578092E00
xt-30K-1000-120-8	2269	9326	400	166613.8	48008224.4	1.38831412977391381025882379806615250516E00
xt-30K-1000-120-8	2269	9326	500	166962.4	60023085.2	1.39121884771801460978465735098170278963E00
xt-30K-1000-120-8	2269	9326	600	165959.2	72059971.8	1.38288268955686719070831218712092568957E00
xt-30K-1000-120-8	2269	9326	700	165532	84106781.4	1.37929999999530645519466740501847580169E00
xt-30K-1000-120-8	2269	9326	800	165714	96070815	1.38082112168303935758415781411973597673E00
xt-30K-1000-120-8	2269	9326	900	165802.4	108107433.6	1.38155081131917027749330846107852127909E00
xt-30K-1000-120-8	2269	9326	1000	165083	120172009.2	1.37560456872288463512723663321494868711E00
xt-30K-1000-120-8	2269	9327	100	157732.4	12002059.4	1.3143139909510783484872106457156957948E00
xt-30K-1000-120-8	2269	9327	200	157965.2	24006459.6	1.31624504216245042162450421624504216245E00
xt-30K-1000-120-8	2269	9327	300	157709.2	36008825.4	1.31411192214111922141119221411192214112E00
xt-30K-1000-120-8	2269	9327	400	157673.8	48009993.6	1.31388264298777643865584283363051679186E00
xt-30K-1000-120-8	2269	9327	500	157279.2	60059919.4	1.31058136428278259042645087346308369233E00
xt-30K-1000-120-8	2269	9327	600	156388	72030714	1.30310519851681995643749987851286948031E00
xt-30K-1000-120-8	2269	9327	700	156167.8	84101896.2	1.30127471223791398208366690585387581459E00
xt-30K-1000-120-8	2269	9327	800	153421.4	96124791.2	1.27839231488770747964583773623808790083E00
xt-30K-1000-120-8	2269	9327	900	155624	108084921	1.29674131633312963932099733729009936135E00
xt-30K-1000-120-8	2269	9327	1000	155662.6	120185353.6	1.29706727182756083686473769845881093648E00
xt-30K-1000-120-8	2269	9330	100	160727.2	11999238.4	1.33926387307829671213467654798265718975E00
xt-30K-1000-120-8	2269	9330	200	160739.2	24005388.4	1.33940628316231322046429912543516641193E00
xt-30K-1000-120-8	2269	9330	300	160538.4	36025322.8	1.33775083513277719952315968811247603368E00
xt-30K-1000-120-8	2269	9330	400	159852.6	48012622.8	1.33198069877668654465991254820112421722E00
xt-30K-1000-120-8	2269	9330	500	159564.6	60048043	1.32957204279572042795720427957204279572E00
xt-30K-1000-120-8	2269	9330	600	158850.6	72046684.8	1.32363146108666999495649171865275080178E00
xt-30K-1000-120-8	2269	9330	700	158864.8	84092053	1.32377630347716507447892766124722736845E00
xt-30K-1000-120-8	2269	9330	800	158454.8	96072460.4	1.32032903778974078660994255042002944884E00
xt-30K-1000-120-8	2269	9330	900	158471	108129276	1.32046622363341876698554462880087629026E00
xt-30K-1000-120-8	2269	9330	1000	158281.4	120204693.8	1.31888417352696907359701073163717116885E00
xt-30K-1000-120-8	2269	9331	100	163883.2	12003577.2	1.36558166395012724564813219953317268022E00
xt-30K-1000-120-8	2269	9331	200	165542	24009778.4	1.37938332619035524738821637969079800544E00
xt-30K-1000-120-8	2269	9331	300	164515.8	36013087.6	1.37083248969295547246013108843462616378E00
xt-30K-1000-120-8	2269	9331	400	164251.6	48020284.6	1.36863331304141724770342096258970037258E00
xt-30K-1000-120-8	2269	9331	500	163423.6	60011413.8	1.36173396690989201846689478699706779231E00
xt-30K-1000-120-8	2269	9331	600	162818.8	72044094	1.3566921835618056379361772182848708988E00
xt-30K-1000-120-8	2269	9331	700	162084	84076585	1.35057394518302320081990795457066215064E00
xt-30K-1000-120-8	2269	9331	800	162019.4	96096933.8	1.35003116763702831067880482563048769936E00
xt-30K-1000-120-8	2269	9331	900	162089.8	108132602.6	1.35064473457915253507097856104460534161E00
xt-30K-1000-120-8	2269	9331	1000	161580.2	120150870.6	1.34637825005882062881478093585368227191E00
xt-30K-1000-120-8	2269	9332	100	168032.4	12001768.8	1.40013697842510177548515462563839079563E00
xt-30K-1000-120-8	2269	9332	200	167350.6	24012377	1.39445121248513756751913113094120090286E00
xt-30K-1000-120-8	2269	9332	300	168081.6	36006133	1.40054928952002906271826814591013144285E00
xt-30K-1000-120-8	2269	9332	400	166589	48054370.4	1.3881097983698615137083642434155620082E00
xt-30K-1000-120-8	2269	9332	500	166417.4	60024407.2	1.38667762772958468652500085946720535164E00
xt-30K-1000-120-8	2269	9332	600	166092.2	72011743.8	1.38396787758153577225735053989858393345E00
xt-30K-1000-120-8	2269	9332	700	165649.8	84059947	1.38029309117800666557918124297935233703E00
xt-30K-1000-120-8	2269	9332	800	165761.6	96113638.2	1.38122929090038583749084537625502054676E00
xt-30K-1000-120-8	2269	9332	900	165328.4	108119438.2	1.37760119590666248276861881157099867474E00
xt-30K-1000-120-8	2269	9332	1000	164795.2	120228143	1.37315830933398204010303377313789453867E00
xt-30K-1000-120-8	2269	9333	100	153134.4	12000093	1.27600090487988972640345018001720338586E00
xt-30K-1000-120-8	2269	9333	200	152744.6	24006779.2	1.27275075917372085552136167451101448365E00
xt-30K-1000-120-8	2269	9333	300	152988.6	36012693.2	1.27477964525751222862898401563131718759E00
xt-30K-1000-120-8	2269	9333	400	152623.6	48020571.6	1.27174463913372906542549923513507834347E00
xt-30K-1000-120-8	2269	9333	500	152534.4	60020509	1.27099714160538516979309226754537468402E00
xt-30K-1000-120-8	2269	9333	600	151934.2	72032070.8	1.26602757940117062786540159643380160022E00
xt-30K-1000-120-8	2269	9333	700	151559.4	84118555.8	1.26288764895425393575050866600477376402E00
xt-30K-1000-120-8	2269	9333	800	151390.2	96079633.2	1.26146726072546661780369918334483861416E00
xt-30K-1000-120-8	2269	9333	900	151343	108150380.4	1.26106976304116650409824377126549509906E00
xt-30K-1000-120-8	2269	9333	1000	151312.6	120188066.6	1.26081435242776422571334398447510019255E00
xt-30K-1000-120-8	2269	9335	100	155988.8	12002113.6	1.29978102706904124118478376114081908811E00
xt-30K-1000-120-8	2269	9335	200	155639.2	24008326.2	1.29686797426419848675710764798287206523E00
xt-30K-1000-120-8	2269	9335	300	155383.2	36010335.6	1.29473483960678378115753792239855376632E00
xt-30K-1000-120-8	2269	9335	400	155221.8	48015454	1.29339213470128283643205751060086452128E00
xt-30K-1000-120-8	2269	9335	500	155248.6	60059701	1.29364132765731344627421339679633173771E00
xt-30K-1000-120-8	2269	9335	600	154295.2	72032778	1.28566691045965966379533675344278100486E00
xt-30K-1000-120-8	2269	9335	700	151872.2	84061268	1.26547511915475119154751191547511915475E00
xt-30K-1000-120-8	2269	9335	800	142130.8	96081888	1.18430688021403479692415945318889936228E00
xt-30K-1000-120-8	2269	9335	900	146983	108121280.8	1.22474188314837374395009469008630990925E00
xt-30K-1000-120-8	2269	9335	1000	148900	120119008	1.24071552405410843649812163656465455048E00
xt-30K-1000-120-8	2269	9338	100	159001.2	12002181.2	1.32488191171106007835581997179927761918E00
xt-30K-1000-120-8	2269	9338	200	158363.2	24010496.8	1.31959440291328459374775623736673919912E00
xt-30K-1000-120-8	2269	9338	300	158435.8	36008103.2	1.32019930552586684938615865227320675455E00
xt-30K-1000-120-8	2269	9338	400	158129.2	48017306.4	1.31761815796933387406635454754791440833E00
xt-30K-1000-120-8	2269	9338	500	157445.8	60023287.2	1.31192151597515753170081330352603556086E00
xt-30K-1000-120-8	2269	9338	600	156887.8	72057922.6	1.30727197201370429655087169787491674377E00
xt-30K-1000-120-8	2269	9338	700	156406.8	84053710.8	1.30326836096474400411128085570480429077E00
xt-30K-1000-120-8	2269	9338	800	156613.6	96089309.4	1.30498718256373722130943560728322209345E00
xt-30K-1000-120-8	2269	9338	900	156289	108114662.2	1.30228244523263022013092011133411549619E00
xt-30K-1000-120-8	2269	9338	1000	156098.2	120176787.2	1.3006904321747264380532696633817688022E00
xt-30K-1000-120-8	2269	9386	100	162446.6	12000778.2	1.35360210962418755721531458944393329893E00
xt-30K-1000-120-8	2269	9386	200	161400.4	24015298	1.34487109175442872674511052531913401722E00
xt-30K-1000-120-8	2269	9386	300	162558.2	36011952	1.35452298391440016519744675284022150095E00
xt-30K-1000-120-8	2269	9386	400	162139.2	48015601.2	1.35102714850934240359256161498086941826E00
xt-30K-1000-120-8	2269	9386	500	161207.6	60038073	1.34326681445006238336206153516464048268E00
xt-30K-1000-120-8	2269	9386	600	161021.6	72044732.6	1.34171473358534441778760021357272993568E00
xt-30K-1000-120-8	2269	9386	700	160156.8	84080145.2	1.33451544861151340321439993276977529823E00
xt-30K-1000-120-8	2269	9386	800	159873.8	96081357.8	1.33215067335400375464643612659451600176E00
xt-30K-1000-120-8	2269	9386	900	159249.6	108117097.2	1.32694951663727395331726961791492814122E00
xt-30K-1000-120-8	2269	9386	1000	159575	120153275.6	1.32966091787162730205496697360397309156E00
pk-xt-30K-1000-120-4	2409	8347	100	508833	12021420.4	4.23972902314373551279979867212653909984E00
pk-xt-30K-1000-120-4	2409	8347	200	496154	24072446	4.13423839729936056078586603366249271473E00
pk-xt-30K-1000-120-4	2409	8347	300	480818.4	36139664.8	4.00592954817570678784985976510088718255E00
pk-xt-30K-1000-120-4	2409	8347	400	473391.6	48147246.2	3.94457501973937531964327873450197182193E00
pk-xt-30K-1000-120-4	2409	8347	500	487001.6	60180037.2	4.05797468565381506695219604869553624251E00
pk-xt-30K-1000-120-4	2409	8347	600	492253.8	72267886.6	4.10178839891001809355452836083678973977E00
pk-xt-30K-1000-120-4	2409	8347	700	513672.6	84586869.4	4.28021310843544754837154950674214994914E00
pk-xt-30K-1000-120-4	2409	8347	800	100728	95691522.4	8.39323062052645174192365699810850672022E-01
pk-xt-30K-1000-120-4	2409	8347	900	1384.4	103116380.4	1.15356092358200498287656964778228662373E-02
pk-xt-30K-1000-120-4	2409	8347	1000	1503.2	110393160.6	1.25259057003883844344973856995854291229E-02
pk-xt-30K-1000-120-4	2409	8446	100	480336.8	12028573.6	4.00249317046853794384164070232298891502E00
pk-xt-30K-1000-120-4	2409	8446	200	452203.2	24068066.4	3.76768485609884101328845189712047188903E00
pk-xt-30K-1000-120-4	2409	8446	300	462543.6	36098525	3.85420881593200566619448379301724856262E00
pk-xt-30K-1000-120-4	2409	8446	400	458498.4	48144514.4	3.82049355606480683315750819937480448635E00
pk-xt-30K-1000-120-4	2409	8446	500	475923.2	60169831.8	3.96561730103420839899372134511324131316E00
pk-xt-30K-1000-120-4	2409	8446	600	477015.4	72229359.2	3.97477055299872794275862323375016624087E00
pk-xt-30K-1000-120-4	2409	8446	700	495733	84549293.2	4.13072968311238136504153785902958895435E00
pk-xt-30K-1000-120-4	2409	8446	800	69830.4	95229877.2	5.81866662222629592287373657414736982442E-01
pk-xt-30K-1000-120-4	2409	8446	900	1388.2	107283712.6	1.15672883306253547039831211872544991711E-02
pk-xt-30K-1000-120-4	2409	8446	1000	1566.4	117901460.2	1.30522010984367929481752343132121479815E-02
pk-xt-30K-1000-120-4	2409	8467	100	481187.8	12016016.2	4.00953751687557963076504949243913952778E00
pk-xt-30K-1000-120-4	2409	8467	200	473874.6	24057983	3.94871149921641759079469236997671591688E00
pk-xt-30K-1000-120-4	2409	8467	300	458988.4	36085337.4	3.82452733551701892103204351180422411634E00
pk-xt-30K-1000-120-4	2409	8467	400	458006	48120179.8	3.81636683304030463874144870053578421978E00
pk-xt-30K-1000-120-4	2409	8467	500	470696.4	60168969.4	3.92211047320662272625009374140703768821E00
pk-xt-30K-1000-120-4	2409	8467	600	475337	72196868.8	3.96078517500504291953389260013329708866E00
pk-xt-30K-1000-120-4	2409	8467	700	504310.2	84314979.2	4.20220684720154853510563853675466244497E00
pk-xt-30K-1000-120-4	2409	8467	800	1607.2	95040300.4	1.33921057236419994833806901034071876745E-02
pk-xt-30K-1000-120-4	2409	8467	900	1558	108648293.8	1.29821962248244345620983132236015326071E-02
pk-xt-30K-1000-120-4	2409	8467	1000	1380	116517271	1.14989459299564206614393680579280232645E-02
pk-xt-30K-1000-120-4	2409	8506	100	469660.8	12017942.6	3.91344090562339263928045649930541420853E00
pk-xt-30K-1000-120-4	2409	8506	200	474043	24055267.4	3.94998979862202429130894311557087035712E00
pk-xt-30K-1000-120-4	2409	8506	300	454026.6	36092487	3.78321472961998176303882973713827364342E00
pk-xt-30K-1000-120-4	2409	8506	400	451859.8	48106064.4	3.76515946548468315244032663947448569124E00
pk-xt-30K-1000-120-4	2409	8506	500	468424.6	60133938.4	3.90318054178366983026555899042587762788E00
pk-xt-30K-1000-120-4	2409	8506	600	471810.4	72265438	3.93140595357932813884472333501917950108E00
pk-xt-30K-1000-120-4	2409	8506	700	488481.4	84400389.6	4.070325645697015450999429293627974667
pk-xt-30K-1000-120-4	2409	8506	800	194155.4	96535386.6	1.61781336710801509861596020364799893343E00
pk-xt-30K-1000-120-4	2409	8506	900	1252.8	104040587.2	1.04392524973781652647796415384049714553E-02
pk-xt-30K-1000-120-4	2409	8506	1000	1249	116623405.2	1.0407250447503069646601630172796217356E-02
pk-xt-30K-1000-120-4	2409	8546	100	481263.4	12018017.4	4.01016073526593395605402838073176625476E00
pk-xt-30K-1000-120-4	2409	8546	200	477276	24067101	3.97694208554727718411774534921999841596E00
pk-xt-30K-1000-120-4	2409	8546	300	461816	36100956.6	3.84812022553739034494568048202503082636E00
pk-xt-30K-1000-120-4	2409	8546	400	465997	48157861.4	3.88295882841853570583210940574760287559E00
pk-xt-30K-1000-120-4	2409	8546	500	479387.2	60192408	3.99453375917556694874838817357499249484E00
pk-xt-30K-1000-120-4	2409	8546	600	488204	72236542.4	4.06800057188047210440590039210853078961E00
pk-xt-30K-1000-120-4	2409	8546	700	481198.2	84386816.2	4.00966522682797028195411065808558731909E00
pk-xt-30K-1000-120-4	2409	8546	800	74151.4	95695116	6.1788192248861510673329958793481577312E-01
pk-xt-30K-1000-120-4	2409	8546	900	1740.6	106797106.2	1.45036704968711201473198290156735632567E-02
pk-xt-30K-1000-120-4	2409	8546	1000	1517.8	114701093.4	1.26471740090491704927048353900892418195E-02
pk-xt-30K-1000-120-4	2409	8566	100	477055.6	12018505.8	3.97511235830518829943852097145240507496E00
pk-xt-30K-1000-120-4	2409	8566	200	479443.4	24066781.4	3.99500205573398084982781530724764250997E00
pk-xt-30K-1000-120-4	2409	8566	300	465674.4	36106234.8	3.8802705980182797328515585735224500235E00
pk-xt-30K-1000-120-4	2409	8566	400	464669.2	48119247.8	3.87179794213023699169141370715847164128E00
pk-xt-30K-1000-120-4	2409	8566	500	484054.6	60177739.8	4.03341860329469798601794835473414936964E00
pk-xt-30K-1000-120-4	2409	8566	600	482823.2	72222280.8	4.02318523407338787421896613396173260908E00
pk-xt-30K-1000-120-4	2409	8566	700	480363.6	84303449	4.00266965838661134145085390892747033283E00
pk-xt-30K-1000-120-4	2409	8566	800	37245	94876347.6	3.10349081526121889233730776578655303122E-01
pk-xt-30K-1000-120-4	2409	8566	900	1645.4	106070938	1.37104395405700981867957273763528874531E-02
pk-xt-30K-1000-120-4	2409	8566	1000	1266	115170973.6	1.05490330053078467807117680879252735166E-02
pk-xt-30K-1000-120-4	2409	8587	100	484843	12018098.8	4.03998800109989917590887501978985259684E00
pk-xt-30K-1000-120-4	2409	8587	200	472735.2	24068416.6	3.93911193233529184081104539419386375708E00
pk-xt-30K-1000-120-4	2409	8587	300	462313	36097452.8	3.85226169209632855010122252833986843154E00
pk-xt-30K-1000-120-4	2409	8587	400	459774.8	48105198.4	3.83130302389750060045842029167512641225E00
pk-xt-30K-1000-120-4	2409	8587	500	468863.6	60176361.4	3.9068123423895866897517757839769263697E00
pk-xt-30K-1000-120-4	2409	8587	600	475085.4	72168986	3.95868212080559282065810634025214355351E00
pk-xt-30K-1000-120-4	2409	8587	700	496421	84458829.4	4.13646967994408861825224002412450025039E00
pk-xt-30K-1000-120-4	2409	8587	800	2852.2	95896639.2	2.3766225256810281933360897074282925615E-02
pk-xt-30K-1000-120-4	2409	8587	900	1630	105671679.8	1.35821132069920782773342018961430215979E-02
pk-xt-30K-1000-120-4	2409	8587	1000	1307.6	113147846	1.0895691184700591957722321138977392478E-02
pk-xt-30K-1000-120-4	2409	8626	100	478903.2	12017742.4	3.99050748699839864344407431624131229906E00
pk-xt-30K-1000-120-4	2409	8626	200	469663.4	24059660.8	3.91350292889818433310279891009990750848E00
pk-xt-30K-1000-120-4	2409	8626	300	450301.4	36092916.6	3.75217382873697650403766733570629258437E00
pk-xt-30K-1000-120-4	2409	8626	400	459160.6	48126408.6	3.8259940516479514917337615854229833115E00
pk-xt-30K-1000-120-4	2409	8626	500	463994	60172185.6	3.86627511830636145523840549596705267159E00
pk-xt-30K-1000-120-4	2409	8626	600	476737.8	72248705.2	3.97246414395737302671261467171108848394E00
pk-xt-30K-1000-120-4	2409	8626	700	469532.2	84263635.6	3.91241622262175060417256379723950963468E00
pk-xt-30K-1000-120-4	2409	8626	800	257990.4	96632978.4	2.14972294206364416595145445000874919799E00
pk-xt-30K-1000-120-4	2409	8626	900	1680.2	105835710	1.40004018643928836701343095711879551057E-02
pk-xt-30K-1000-120-4	2409	8626	1000	1337.4	117962360.8	1.1144082896879792004780260261455829714E-02
pk-xt-30K-1000-120-4	2409	8666	100	488855.6	12018940.4	4.07344245956391565561605572011025154526E00
pk-xt-30K-1000-120-4	2409	8666	200	480833.2	24076345.2	4.00657606386081275883044054295022956229E00
pk-xt-30K-1000-120-4	2409	8666	300	473611.2	36109685	3.94641153786245260101219882969495121226E00
pk-xt-30K-1000-120-4	2409	8666	400	462975.8	48129193.4	3.85778453923644616941972108796451456578E00
pk-xt-30K-1000-120-4	2409	8666	500	472552.4	60199029	3.93758903838114481202415068177953753956E00
pk-xt-30K-1000-120-4	2409	8666	600	476240	72265878.8	3.96830942485661976277566884785970974076E00
pk-xt-30K-1000-120-4	2409	8666	700	485393.4	84292695.2	4.04458105575247136384661503520719611062E00
pk-xt-30K-1000-120-4	2409	8666	800	74981.2	96626335.2	6.24786061277716209347476481322545433334E-01
pk-xt-30K-1000-120-4	2409	8666	900	1515.6	106953769.4	1.26288423561173559090416711801418203331E-02
pk-xt-30K-1000-120-4	2409	8666	1000	1394.6	116617322.6	1.16206228855597133410286208584922434106E-02
pk-xt-30K-1000-120-4	2409	8826	100	493178.4	12017487.4	4.10944330103073884893884727233336944114E00
pk-xt-30K-1000-120-4	2409	8826	200	481395	24065732.4	4.01126394007166569406720307644826471969E00
pk-xt-30K-1000-120-4	2409	8826	300	470415.2	36093202.4	3.91977393081383449635745726447036358278E00
pk-xt-30K-1000-120-4	2409	8826	400	465236.6	48137233.4	3.87661631017156760630275558073843231037E00
pk-xt-30K-1000-120-4	2409	8826	500	479066.8	60178486.8	3.99185741307046854038379815183608169251E00
pk-xt-30K-1000-120-4	2409	8826	600	483316.4	72241424.6	4.02696011098415852391181517192765735984E00
pk-xt-30K-1000-120-4	2409	8826	700	422965.4	84387447.4	3.52435967532159462839357058198440807357E00
pk-xt-30K-1000-120-4	2409	8826	800	282388.6	96236428.8	2.35301816985088980026623691326223081197E00
pk-xt-30K-1000-120-4	2409	8826	900	1313.6	106851692.6	1.09456633141961986817875028122422111306E-02
pk-xt-30K-1000-120-4	2409	8826	1000	1588.2	115494963.2	1.32338234103670347175095872856934341055E-02
pk-xt-30K-1000-120-4	2409	8846	100	482238	12012958	4.01828165751472781661681012573847397322E00
pk-xt-30K-1000-120-4	2409	8846	200	472732.6	24058647.2	3.93878426734891203085959885636483875488E00
pk-xt-30K-1000-120-4	2409	8846	300	464975.4	36101928	3.87444627838815078037061668091640664961E00
pk-xt-30K-1000-120-4	2409	8846	400	464248	48122583	3.86838518098760703622444030734285154211E00
pk-xt-30K-1000-120-4	2409	8846	500	473631.2	60166756	3.94656489821766338085675479747689795102E00
pk-xt-30K-1000-120-4	2409	8846	600	479386.6	72259497.4	3.99453550407852893461434646106527810986E00
pk-xt-30K-1000-120-4	2409	8846	700	490306.8	84495445.8	4.08551549441301214055378256993108965012E00
pk-xt-30K-1000-120-4	2409	8846	800	63890.4	93774131.4	5.32371274835178827603108967295863057122E-01
pk-xt-30K-1000-120-4	2409	8846	900	1752.2	106720043.8	1.46003484247174573117120959187468199272E-02
pk-xt-30K-1000-120-4	2409	8846	1000	1720.8	117734367.8	1.43387322650994028016670479760920118583E-02
pk-xt-30K-1000-120-4	2409	8866	100	480237.2	12017229.6	4.00161655396570732509117808827694113874E00
pk-xt-30K-1000-120-4	2409	8866	200	477375	24060145.4	3.97777378285500619932826464215226844769E00
pk-xt-30K-1000-120-4	2409	8866	300	459931	36108525.2	3.83242002884452143285360078556418693312E00
pk-xt-30K-1000-120-4	2409	8866	400	453645.6	48128496.8	3.78012683300213176591025599253525575982E00
pk-xt-30K-1000-120-4	2409	8866	500	470476.4	60150463.4	3.92030936622035454856001122157382426011E00
pk-xt-30K-1000-120-4	2409	8866	600	478002.2	72220056.2	3.98299976455995380658420063126021908398E00
pk-xt-30K-1000-120-4	2409	8866	700	485953.4	84416882.2	4.04924048628875686395413753739240569615E00
pk-xt-30K-1000-120-4	2409	8866	800	104166.8	96377480.2	8.6797710209897426069276982943230203898E-01
pk-xt-30K-1000-120-4	2409	8866	900	1499.4	107717347.6	1.24938547299830848838856438159835348426E-02
pk-xt-30K-1000-120-4	2409	8866	1000	1399.6	119702250.8	1.16622979115562574972165756621880530046E-02
pk-xt-30K-1000-120-4	2409	8886	100	489086.2	12024389.6	4.07536512048654240691770157160363791361E00
pk-xt-30K-1000-120-4	2409	8886	200	485531	24066559.2	4.04572080892584846389081000908250077076E00
pk-xt-30K-1000-120-4	2409	8886	300	470230.8	36102354.6	3.91823082884068960345301680679271066819E00
pk-xt-30K-1000-120-4	2409	8886	400	464368	48158157.4	3.86938510363239478927552769790925152196E00
pk-xt-30K-1000-120-4	2409	8886	500	474720.6	60194893.6	3.95564907036258948157094432274325079904E00
pk-xt-30K-1000-120-4	2409	8886	600	483572	72256872	4.02939730524701902325620151486113772904E00
pk-xt-30K-1000-120-4	2409	8886	700	484035.6	84361752.4	4.03326028447392322370449375473914891135E00
pk-xt-30K-1000-120-4	2409	8886	800	41573.6	95844130.8	3.4641497069223672134140141117289507468E-01
pk-xt-30K-1000-120-4	2409	8886	900	1486.6	106941637.4	1.23872186559995020204835527218021013407E-02
pk-xt-30K-1000-120-4	2409	8886	1000	1512.6	117239462.4	1.26038258876491640668889064985008800523E-02
pk-xt-30K-1000-120-4	2409	8906	100	477230.8	12019696	3.97669165126774837835734561297269653108E00
pk-xt-30K-1000-120-4	2409	8906	200	481141.8	24070938.2	4.00914076182574863699743520799753328837E00
pk-xt-30K-1000-120-4	2409	8906	300	462898.8	36097187.6	3.85713642916066027280832590345884960545E00
pk-xt-30K-1000-120-4	2409	8906	400	466187.6	48122268.2	3.88454699604651341812984977668606081189E00
pk-xt-30K-1000-120-4	2409	8906	500	484470.4	60158164.8	4.03688997533362930329558831631445644272E00
pk-xt-30K-1000-120-4	2409	8906	600	489615	72305365.4	4.07975775565849912914997485117207033013E00
pk-xt-30K-1000-120-4	2409	8906	700	483920.8	84285944.2	4.0323104302334489154898322860248379129E00
pk-xt-30K-1000-120-4	2409	8906	800	2148.6	94627830.2	1.79033588587712792993975552241044570914E-02
pk-xt-30K-1000-120-4	2409	8906	900	1364	104858487.6	1.13656699764885799558866229557377094334E-02
pk-xt-30K-1000-120-4	2409	8906	1000	1673.2	119944690.4	1.39420553115964369932756164018298322654E-02
pk-xt-30K-1000-120-4	2409	8926	100	483801.4	12017981.8	4.03132910798622727977569197783956435663E00
pk-xt-30K-1000-120-4	2409	8926	200	472460.8	24077988	3.93682550018671697588068842488149804777E00
pk-xt-30K-1000-120-4	2409	8926	300	463170.6	36095131.8	3.85940762421195466742521354479816796451E00
pk-xt-30K-1000-120-4	2409	8926	400	464179.8	48137115	3.86781045070868503720492288206914366183E00
pk-xt-30K-1000-120-4	2409	8926	500	476176.2	60157913.2	3.9677779480774493429955710716240756563E00
pk-xt-30K-1000-120-4	2409	8926	600	478895.4	72223043.6	3.99043588559863500166291383848656191878E00
pk-xt-30K-1000-120-4	2409	8926	700	498674.2	84553164.2	4.15531219553385633868970192809617096016E00
pk-xt-30K-1000-120-4	2409	8926	800	1799.4	94238677.6	1.49935760111856122177491573017090856077E-02
pk-xt-30K-1000-120-4	2409	8926	900	1305.8	105258036.2	1.08806692719834015215271933406104440426E-02
pk-xt-30K-1000-120-4	2409	8926	1000	1340.8	118071074.6	1.1172309204989542625259351226137604053E-02
pk-xt-30K-1000-120-4	2409	8946	100	471769.2	12013688.4	3.93105623463003795104577708518818377821E00
pk-xt-30K-1000-120-4	2409	8946	200	471398.8	24051402.6	3.9279764869010830355299535145033725629E00
pk-xt-30K-1000-120-4	2409	8946	300	457239.8	36081446.2	3.80998882450440820804380741114618724875E00
pk-xt-30K-1000-120-4	2409	8946	400	454991.8	48121988.4	3.79125080200981576688803526343418519969E00
pk-xt-30K-1000-120-4	2409	8946	500	472034.6	60165878.4	3.93326771772860242859261662922961889896E00
pk-xt-30K-1000-120-4	2409	8946	600	472402.8	72195346.8	3.93634226958909623768614199838114303456E00
pk-xt-30K-1000-120-4	2409	8946	700	477180	84271718.8	3.9761355209105831965403171375957203923E00
pk-xt-30K-1000-120-4	2409	8946	800	1584.2	95775781	1.32004965206051012415493166077585848273E-02
pk-xt-30K-1000-120-4	2409	8946	900	2465.4	106178149	2.05431351277592487944111608673185181895E-02
pk-xt-30K-1000-120-4	2409	8946	1000	1278.8	112575027.4	1.06557071420745962770261321995821188268E-02
pk-xt-30K-1000-120-4	2409	8966	100	77078.2	12003148.8	6.42260531361965930280516719931175989172E-01
pk-xt-30K-1000-120-4	2409	8966	200	77219.2	23993715.2	6.43434351851080317637549891259967836282E-01
pk-xt-30K-1000-120-4	2409	8966	300	77300.6	36013994.2	6.44112623009557457233086967028022431276E-01
pk-xt-30K-1000-120-4	2409	8966	400	77330.6	47962013.2	6.44379789997273099683005638963080067112E-01
pk-xt-30K-1000-120-4	2409	8966	500	76825.4	59833244	6.40150846358620728295275618355344279646E-01
pk-xt-30K-1000-120-4	2409	8966	600	76722.2	71904974.2	6.39295193693709760076148229033786782194E-01
pk-xt-30K-1000-120-4	2409	8966	700	76585.2	84026440.6	6.3815469615060304887156307535959413425E-01
pk-xt-30K-1000-120-4	2409	8966	800	76478.4	96088007.8	6.37262645738461669816755423367362338644E-01
pk-xt-30K-1000-120-4	2409	8966	900	76563	108162839	6.37967585563051853985573084542632865658E-01
pk-xt-30K-1000-120-4	2409	8966	1000	76176.6	120119124.8	6.34746814875303097216088525218521635518E-01
pk-xt-30K-1000-120-4	2409	8986	100	78572.8	12002648	6.54714405727707051957034205453367702328E-01
pk-xt-30K-1000-120-4	2409	8986	200	78830.2	24004344	6.56860310025284873565088880823649132886E-01
pk-xt-30K-1000-120-4	2409	8986	300	78738	35970873.8	6.56093142313272562408524212086658214704E-01
pk-xt-30K-1000-120-4	2409	8986	400	78489.8	47911228.8	6.5402280479093182811046253765654349779E-01
pk-xt-30K-1000-120-4	2409	8986	500	78367.4	59789089.4	6.53002898268475321712291641438298259038E-01
pk-xt-30K-1000-120-4	2409	8986	600	78097.8	71955919.8	6.50755347426485905458666288923515344428E-01
pk-xt-30K-1000-120-4	2409	8986	700	78272.6	84083985.8	6.52212964651781347174248104556196311398E-01
pk-xt-30K-1000-120-4	2409	8986	800	78001.4	95902022.8	6.49953171327319882492425834217425716896E-01
pk-xt-30K-1000-120-4	2409	8986	900	77923	108118703.8	6.49299898071796547555731897533868466858E-01
pk-xt-30K-1000-120-4	2409	8986	1000	77828.4	119931252.4	6.48511637773370205000880224426223696486E-01
pk-xt-30K-1000-120-4	2409	9006	100	79366.6	12003287.8	6.61329918143054757380234617842863057108E-01
pk-xt-30K-1000-120-4	2409	9006	200	79664.8	24005244.8	6.63814694802047389746710098500949081474E-01
