EXPERIMENTNAME	RUNID	BATCHSETID	MPL	NUMEXECXACTS	PROCTIME	TPS
pk-xt-30K-1000-120-6	3150	9571	700	322.4	19166559.6	2.68640684461827431064516738422621117634E-03
pk-xt-30K-1000-120-6	3150	9571	800	356	13152771	2.96639474714817808367566306421911324796E-03
pk-xt-30K-1000-120-6	3150	9571	900	321.8	11535492.8	2.68141743985547894563797349784260088238E-03
pk-xt-30K-1000-120-6	3150	9571	1000	439.4	19120821.8	3.66131264540315403483663321485357081832E-03
pk-xt-30K-1000-120-6	3150	9573	100	22449.2	12023401.4	1.87058570031595941043892683222255027138E-01
pk-xt-30K-1000-120-6	3150	9573	200	21639.6	24070491	1.80312869186093586745571442527999465818E-01
pk-xt-30K-1000-120-6	3150	9573	300	18287.4	36126932.4	1.523800413313722192315130614854566683E-01
pk-xt-30K-1000-120-6	3150	9573	400	17766	48182299.2	1.48037128491158391744189381591106320029E-01
pk-xt-30K-1000-120-6	3150	9573	500	14224.6	60245529.4	1.18526480685264806852648068526480685265E-01
pk-xt-30K-1000-120-6	3150	9573	600	249.6	14463023.6	2.07980314366593521214659912382410841084E-03
pk-xt-30K-1000-120-6	3150	9573	700	204.6	10837698	1.7048328358566042666078055044845344509E-03
pk-xt-30K-1000-120-6	3150	9573	800	831.6	50753100.8	6.92933480008885841243419244357932767382E-03
pk-xt-30K-1000-120-6	3150	9573	900	518.8	33923091.2	4.32290826406717248243622974474459573678E-03
pk-xt-30K-1000-120-6	3150	9573	1000	495.8	28547616.6	4.13127121847980520127154194280516120174E-03
pk-xt-30K-1000-120-6	3150	9586	100	17132.8	12035204.6	1.42760006662311884706461207348252739755E-01
pk-xt-30K-1000-120-6	3150	9586	200	13972.6	24096780.2	1.16427086546719141041930392679263430505E-01
pk-xt-30K-1000-120-6	3150	9586	300	13529.8	36139735.6	1.12737624408004686472827526500946103516E-01
pk-xt-30K-1000-120-6	3150	9586	400	13695	48193998.8	1.14113970859540521854189829952518992628E-01
pk-xt-30K-1000-120-6	3150	9586	500	10059.4	60260961.6	8.38199513381995133819951338199513381995E-02
pk-xt-30K-1000-120-6	3150	9586	600	105.4	5570181	8.78251299339211962653270687685434543485E-04
pk-xt-30K-1000-120-6	3150	9586	700	233.4	15327848.2	1.94481450383707605302775030621470881829E-03
pk-xt-30K-1000-120-6	3150	9586	800	743.4	48186306.2	6.19441673556575204372778066342374325672E-03
pk-xt-30K-1000-120-6	3150	9586	900	637.8	38081526	5.3144808424557882514070880035676761627E-03
pk-xt-30K-1000-120-6	3150	9586	1000	546	13733350.6	4.54965461111225341287800816248996510994E-03
pk-xt-30K-1000-120-6	3150	9588	100	18822.2	12030890.6	1.56836767792947091483228487054831137141E-01
pk-xt-30K-1000-120-6	3150	9588	200	14590.8	24094183.2	1.21578450835231892342119858335498105899E-01
pk-xt-30K-1000-120-6	3150	9588	300	14265.4	36145408.8	1.18867031451579547836074452788088688E-01
pk-xt-30K-1000-120-6	3150	9588	400	14311.8	48196803	1.19253471630336251162667075374993824135E-01
pk-xt-30K-1000-120-6	3150	9588	500	12158.4	60251110.4	1.01310062559333887544326701559206387816E-01
pk-xt-30K-1000-120-6	3150	9588	600	461	30917182.4	3.84131201887324467732099282315534990124E-03
pk-xt-30K-1000-120-6	3150	9588	700	361.8	20782871.8	3.01472123412851405529468967761046928196E-03
pk-xt-30K-1000-120-6	3150	9588	800	875.8	59029582.4	7.29765828471134049432907684003356697712E-03
pk-xt-30K-1000-120-6	3150	9588	900	706	45590787	5.88277295625796512431982506059832226608E-03
pk-xt-30K-1000-120-6	3150	9588	1000	522.4	26888317	4.3529038896306462489658020501983043093E-03
pk-xt-30K-1000-120-6	3150	9590	100	19039	12029013	1.58642724356939946571624261776603751329E-01
pk-xt-30K-1000-120-6	3150	9590	200	17036.6	24091576.2	1.41957713692485453662486920323030205138E-01
pk-xt-30K-1000-120-6	3150	9590	300	15775.8	36132157	1.31452732993415098555360707995716553255E-01
pk-xt-30K-1000-120-6	3150	9590	400	15331.2	48196973.2	1.27747442971856611351916389743843301826E-01
pk-xt-30K-1000-120-6	3150	9590	500	15073.8	60238530.6	1.25602859786625793123359363602293171899E-01
pk-xt-30K-1000-120-6	3150	9590	600	555.8	30005689.4	4.63127671386459057865378498994977838796E-03
pk-xt-30K-1000-120-6	3150	9590	700	583.8	34692525	4.86451853380071274799454529997861662646E-03
pk-xt-30K-1000-120-6	3150	9590	800	288.6	13757467.4	2.40477293814310397209356232303043120624E-03
pk-xt-30K-1000-120-6	3150	9590	900	474.2	22868990.4	3.95128502303936030030386122936786544548E-03
pk-xt-30K-1000-120-6	3150	9590	1000	580.2	30388209.4	4.83453833583569674629640634773295966184E-03
pk-xt-30K-1000-120-6	3150	9592	100	20473.6	12024329.6	1.70596572676435100405100602004526947294E-01
pk-xt-30K-1000-120-6	3150	9592	200	20204	24074951.4	1.68350104117390434646169388832809869363E-01
pk-xt-30K-1000-120-6	3150	9592	300	17121.6	36126018.2	1.42665978324160845644221550241950526709E-01
pk-xt-30K-1000-120-6	3150	9592	400	16746.2	48188008.6	1.39538186610133013912780756154580107396E-01
pk-xt-30K-1000-120-6	3150	9592	500	15212.2	60250140.4	1.26755819833714633997210834060150270091E-01
pk-xt-30K-1000-120-6	3150	9592	600	171.6	10567152.4	1.42986099964578650527788988383605193266E-03
pk-xt-30K-1000-120-6	3150	9592	700	264.2	11449007	2.20145515924780521089636376372861751414E-03
pk-xt-30K-1000-120-6	3150	9592	800	514	30723763.4	4.28292083146941629562924390720527206236E-03
pk-xt-30K-1000-120-6	3150	9592	900	464.8	23001768.4	3.87295346786103095811802137426584755954E-03
pk-xt-30K-1000-120-6	3150	9592	1000	544.2	32100094.4	4.5345635143151462712980492758788937387E-03
pk-xt-30K-1000-120-6	3150	9594	100	13888.6	12038407.4	1.15729659268349742358251121314138737063E-01
pk-xt-30K-1000-120-6	3150	9594	200	13314	24100309.6	1.10940017180387437934482128935389297247E-01
pk-xt-30K-1000-120-6	3150	9594	300	13412.8	36146519.2	1.11762342123827019241786536752967983123E-01
pk-xt-30K-1000-120-6	3150	9594	400	13293.6	48201389.2	1.1076929564739348392558510464819008207E-01
pk-xt-30K-1000-120-6	3150	9594	500	7176	60276544.4	5.97941475041709040107202140829210332641E-02
pk-xt-30K-1000-120-6	3150	9594	600	316.6	19903576.4	2.6380695263806952638069526380695263807E-03
pk-xt-30K-1000-120-6	3150	9594	700	337.8	21680732	2.81472027781181685516110628231908125482E-03
pk-xt-30K-1000-120-6	3150	9594	800	516.4	31752018	4.30293177363317904904479179866133175704E-03
pk-xt-30K-1000-120-6	3150	9594	900	475	23864312	3.95794213592059008540599917838026242566E-03
pk-xt-30K-1000-120-6	3150	9594	1000	852.8	57540997.4	7.10597358159210368219996125392668589088E-03
pk-xt-30K-1000-120-6	3150	9596	100	14985.6	12037318.2	1.24868135434972610984534585735055967257E-01
pk-xt-30K-1000-120-6	3150	9596	200	14173.4	24098346	1.18100252702313073556365189072080284785E-01
pk-xt-30K-1000-120-6	3150	9596	300	14144.8	36147973.8	1.17861743974227842122060274550714151962E-01
pk-xt-30K-1000-120-6	3150	9596	400	14103.2	48191553.6	1.17515688999048033302343412241172496394E-01
pk-xt-30K-1000-120-6	3150	9596	500	14140	60252569.2	1.17821749348564378354530802235261443289E-01
pk-xt-30K-1000-120-6	3150	9596	600	121.6	7383106	1.01323442633585894117978913515658347146E-03
pk-xt-30K-1000-120-6	3150	9596	700	631.2	38709548.8	5.25948856382439016334599441458009231566E-03
pk-xt-30K-1000-120-6	3150	9596	800	594.4	38905608	4.95285694868364693807010629731703984196E-03
pk-xt-30K-1000-120-6	3150	9596	900	501.8	20594804.6	4.18127652256036336244109019089230778006E-03
pk-xt-30K-1000-120-6	3150	9596	1000	563.4	25124355.4	4.69454846017843824770017352948859066648E-03
pk-xt-30K-1000-120-6	3150	9606	100	15403.4	12035846	1.2834925439692797905439698813419077776E-01
pk-xt-30K-1000-120-6	3150	9606	200	15091.8	24089315.2	1.2575284113604788040914934262546114588E-01
pk-xt-30K-1000-120-6	3150	9606	300	15186.8	36144755.4	1.26544436350819870753367900357670137723E-01
pk-xt-30K-1000-120-6	3150	9606	400	15018.4	48193076.8	1.25141234866189327438838721055776033249E-01
pk-xt-30K-1000-120-6	3150	9606	500	14851.4	60246412.8	1.23749701658920886067839986158564179857E-01
pk-xt-30K-1000-120-6	3150	9606	600	155.4	9521417.4	1.29487565085278197286025592195150223307E-03
pk-xt-30K-1000-120-6	3150	9606	700	381	24827786.8	3.17469439058488376136208223286405836534E-03
pk-xt-30K-1000-120-6	3150	9606	800	282.4	14688336.4	2.3531008007764271776736967461147744955E-03
pk-xt-30K-1000-120-6	3150	9606	900	454	27142569.6	3.78297593660153861958380909040608883758E-03
pk-xt-30K-1000-120-6	3150	9606	1000	476	17545933.2	3.96627435827937039200285974741108741254E-03
pk-xt-30K-1000-120-6	3150	9608	100	20535.8	12023487.4	1.71115407061755265508021028812618150739E-01
pk-xt-30K-1000-120-6	3150	9608	200	16460.8	24100988.4	1.37160056690167198293794371718972122919E-01
pk-xt-30K-1000-120-6	3150	9608	300	15603.4	36143477.6	1.30016198897840535111676467931056702542E-01
pk-xt-30K-1000-120-6	3150	9608	400	16128.6	48179564.2	1.34392680670938497304413762071810084076E-01
pk-xt-30K-1000-120-6	3150	9608	500	15709	60245590.2	1.30895464558306788303318526724180259368E-01
pk-xt-30K-1000-120-6	3150	9608	600	202.2	11596948.8	1.68483968194992917903300120030076468401E-03
pk-xt-30K-1000-120-6	3150	9608	700	222.2	10171922	1.85148151851481518514815185148151851482E-03
pk-xt-30K-1000-120-6	3150	9608	800	267.8	14536264	2.2314621159727025022706251926906700219E-03
pk-xt-30K-1000-120-6	3150	9608	900	545.4	30433376.2	4.54456698578030584950381925863486289156E-03
pk-xt-30K-1000-120-6	3150	9608	1000	486.6	25023140.6	4.0546047608091901533585854208961840954E-03
pk-xt-30K-1000-120-6	3150	9610	100	13481.4	12038643.2	1.12334337847181193338782461089451961721E-01
pk-xt-30K-1000-120-6	3150	9610	200	12892.4	24089682	1.07426103428770204280452707326945851548E-01
pk-xt-30K-1000-120-6	3150	9610	300	12758.8	36150212.6	1.06313059536274723817638873109853163526E-01
pk-xt-30K-1000-120-6	3150	9610	400	12698	48190186.8	1.05806619441935173096306343456918164552E-01
pk-xt-30K-1000-120-6	3150	9610	500	8660.4	51195388.6	7.21629586880909945852037189228390323928E-02
pk-xt-30K-1000-120-6	3150	9610	600	173.2	10324724	1.4431947911024197844358017806638564381E-03
pk-xt-30K-1000-120-6	3150	9610	700	224.2	10269890	1.86814851829818698531665583111857937592E-03
pk-xt-30K-1000-120-6	3150	9610	800	537.8	32924469.4	4.48124915005701075297197069226314044122E-03
pk-xt-30K-1000-120-6	3150	9610	900	504.8	22165900.2	4.20630729510431290737352581912672122874E-03
pk-xt-30K-1000-120-6	3150	9610	1000	574.2	26067812	4.78453433706049864803788846436368603684E-03
pk-xt-30K-1000-120-6	3150	9612	100	15310.4	12034752.6	1.27574326890136949480649727451838118274E-01
pk-xt-30K-1000-120-6	3150	9612	200	13650	24096661.4	1.13738810518711483877401562491008233921E-01
pk-xt-30K-1000-120-6	3150	9612	300	13841.4	36142610.4	1.15333664143258398604843195620887814422E-01
pk-xt-30K-1000-120-6	3150	9612	400	13864.8	48187802.8	1.15528827526820884779003691596021367386E-01
pk-xt-30K-1000-120-6	3150	9612	500	11761.2	60257480	9.80003936373270150910543540252580247582E-02
pk-xt-30K-1000-120-6	3150	9612	600	135.2	7832872.6	1.12656242631924434801800113739476668804E-03
pk-xt-30K-1000-120-6	3150	9612	700	145.4	4962787.4	1.21155042783989620913864428718516132266E-03
pk-xt-30K-1000-120-6	3150	9612	800	506.2	26385173.6	4.2179443275616165763969275274742873153E-03
pk-xt-30K-1000-120-6	3150	9612	900	392.4	21363385.4	3.26969250118731339293820296472045695804E-03
pk-xt-30K-1000-120-6	3150	9612	1000	670.4	38481956	5.58612433051939964086322672918621651318E-03
pk-xt-30K-1000-120-6	3150	9613	100	16529.6	12033359.6	1.37733361634797515490553751867482673702E-01
pk-xt-30K-1000-120-6	3150	9613	200	12256.6	24082826.6	1.02128808195026322611535942782998227607E-01
pk-xt-30K-1000-120-6	3150	9613	300	13704.2	36133044.2	1.14190621889612679137271353121219918127E-01
pk-xt-30K-1000-120-6	3150	9613	400	14589.2	48190685.2	1.21565119571068615780513090336315544771E-01
pk-xt-30K-1000-120-6	3150	9613	500	14675.6	60244239.2	1.22284839132110875593383797388371308328E-01
pk-xt-30K-1000-120-6	3150	9613	600	122.2	6841004	1.01823231558349471510868039220636796203E-03
pk-xt-30K-1000-120-6	3150	9613	700	395.2	21904833.6	3.29302418184575789615045711434056117764E-03
pk-xt-30K-1000-120-6	3150	9613	800	293.4	17248600.8	2.44475941259118096378500459497897579788E-03
pk-xt-30K-1000-120-6	3150	9613	900	408.8	20032477.6	3.40633726802109322249455622607879171476E-03
pk-xt-30K-1000-120-6	3150	9613	1000	534	25479010.4	4.44958203932129472473255794967786387072E-03
pk-xt-30K-1000-120-6	3150	9615	100	17583	12029376	1.46510608040445007669450784962916578829E-01
pk-xt-30K-1000-120-6	3150	9615	200	15685.6	24090438.6	1.3070070387533410877192271773647559626E-01
pk-xt-30K-1000-120-6	3150	9615	300	16100.4	36142270.2	1.34157038407310191257443347942858040511E-01
pk-xt-30K-1000-120-6	3150	9615	400	15736	48193901.4	1.31120221311202213112022131120221311202E-01
pk-xt-30K-1000-120-6	3150	9615	500	12967.2	60259507	1.08049623651123095715803871307575005582E-01
pk-xt-30K-1000-120-6	3150	9615	600	268	14691512.8	2.23311061943887131591923952760862378848E-03
pk-xt-30K-1000-120-6	3150	9615	700	391.2	15916677	3.25967822623736520893688379312932655316E-03
pk-xt-30K-1000-120-6	3150	9615	800	575.8	31983330.8	4.79787273874457385151986505359929714338E-03
pk-xt-30K-1000-120-6	3150	9615	900	463.4	23876293	3.86128773167851296685054033919392361092E-03
pk-xt-30K-1000-120-6	3150	9615	1000	857.8	50542655.2	7.1478668607669786525901405937032312729E-03
pk-xt-30K-1000-120-6	3150	9627	100	126322.2	11999951	1.05260078905351987322851220425739392886E00
pk-xt-30K-1000-120-6	3150	9627	200	126676.4	24002561.4	1.05553638947460046472708971447307027886E00
pk-xt-30K-1000-120-6	3150	9627	300	126681.2	36005201	1.05557462563176428799807217396210677932E00
pk-xt-30K-1000-120-6	3150	9627	400	126550.4	48028142.2	1.05448473105210497856814546857718924344E00
pk-xt-30K-1000-120-6	3150	9627	500	126067.2	60012719.8	1.05045670422472602767359619594336794722E00
pk-xt-30K-1000-120-6	3150	9627	600	125321.4	72020461.6	1.04424753995479510357508188208990440472E00
pk-xt-30K-1000-120-6	3150	9627	700	125047.6	84068267.8	1.04196087532258848008425611680526458691E00
pk-xt-30K-1000-120-6	3150	9627	800	124557.4	96073717.2	1.03788146417767474626716917401481862018E00
pk-xt-30K-1000-120-6	3150	9627	900	124394.6	108127665	1.03652146864761796617554055367364636466E00
pk-xt-30K-1000-120-6	3150	9627	1000	124411.6	120176342.6	1.03666484916503780596323271462228639996E00
pk-xt-30K-1000-120-6	3150	9629	100	128420.6	12000899.6	1.07006822480906397976523629297362514737E00
pk-xt-30K-1000-120-6	3150	9629	200	128357.4	24000730.6	1.0695416079154625748925164422782737211E00
pk-xt-30K-1000-120-6	3150	9629	300	128165.4	36002685.4	1.0679435470862148494191141056767548755E00
pk-xt-30K-1000-120-6	3150	9629	400	127847	47994905.6	1.06528513815285138152851381528513815285E00
pk-xt-30K-1000-120-6	3150	9629	500	127558.4	60005269.2	1.0628839220051797221724361631547305144E00
pk-xt-30K-1000-120-6	3150	9629	600	127381	72012758.2	1.06141103732157885527160010332386197932E00
pk-xt-30K-1000-120-6	3150	9629	700	127307.8	84053583.4	1.06079932683558490578908434465622328675E00
pk-xt-30K-1000-120-6	3150	9629	800	126807	96026293.4	1.05662462042869214674219640055309365198E00
pk-xt-30K-1000-120-6	3150	9629	900	126713.8	108060175.4	1.05584978525142600076733680896658287831E00
pk-xt-30K-1000-120-6	3150	9629	1000	126626.6	120210648.2	1.05511615505116155051161550511615505116E00
pk-xt-30K-1000-120-6	3150	9631	100	130363.2	12001105.8	1.0862568081127576470840304625577305282E00
pk-xt-30K-1000-120-6	3150	9631	200	131354.8	24001548	1.09452117876873629794058976695037275929E00
pk-xt-30K-1000-120-6	3150	9631	300	130318.2	36000147.8	1.08588003098460544437538925472955311174E00
pk-xt-30K-1000-120-6	3150	9631	400	130016.6	48009069.2	1.08336694571009745120151529577664148798E00
pk-xt-30K-1000-120-6	3150	9631	500	129719	59996495.2	1.08088717766059370209610042264918281012E00
pk-xt-30K-1000-120-6	3150	9631	600	128985.2	72000391.2	1.07477635495762764536749559192061673363E00
pk-xt-30K-1000-120-6	3150	9631	700	128889.6	84014123.8	1.07397797280763600791737465283782732097E00
pk-xt-30K-1000-120-6	3150	9631	800	128726.8	96094310.2	1.07261964527730843417478918547055061099E00
pk-xt-30K-1000-120-6	3150	9631	900	128199	108099140.6	1.06822706829481268408241279417198925988E00
pk-xt-30K-1000-120-6	3150	9631	1000	128093.4	120175520.2	1.06734538397760131247827481251178542899E00
pk-xt-30K-1000-120-6	3150	9646	100	132356.4	12000772.6	1.10286522269494115046475593140843956673E00
pk-xt-30K-1000-120-6	3150	9646	200	132688.4	23998278.4	1.10562794721686058556654437796756608513E00
pk-xt-30K-1000-120-6	3150	9646	300	132706.2	35989051	1.10577994742931541866492010810640083775E00
pk-xt-30K-1000-120-6	3150	9646	400	132539.2	47987917.6	1.10438657329713001707859033585410544002E00
pk-xt-30K-1000-120-6	3150	9646	500	131143.4	60013511.8	1.09275421296726765483287019724421805014E00
pk-xt-30K-1000-120-6	3150	9646	600	131182	72017129	1.09307766370568893676274966376701718162E00
pk-xt-30K-1000-120-6	3150	9646	700	131573	84046005	1.09633386230721960064925144307749414097E00
pk-xt-30K-1000-120-6	3150	9646	800	131046.8	96054965.4	1.09194928966827842467605153059283067702E00
pk-xt-30K-1000-120-6	3150	9646	900	130776.8	108105075.4	1.08958887697752213409705181119508107688E00
pk-xt-30K-1000-120-6	3150	9646	1000	130395.2	120193301.2	1.08652163889276386374244727996557319878E00
pk-xt-30K-1000-120-6	3150	9648	100	126338.2	12000646.6	1.05271657774214190460976011483296707312E00
pk-xt-30K-1000-120-6	3150	9648	200	126841.6	24001265	1.05691292469550932878092591981799173103E00
pk-xt-30K-1000-120-6	3150	9648	300	126481.6	35993997	1.05391321047378809460547641646997610361E00
pk-xt-30K-1000-120-6	3150	9648	400	126248.8	48009272	1.0519733960948812391149804924071896638E00
pk-xt-30K-1000-120-6	3150	9648	500	125845.8	60004543	1.04861188656779887834349444541592953053E00
pk-xt-30K-1000-120-6	3150	9648	600	125143.6	72008404.6	1.04276079334485718560045793311417761797E00
pk-xt-30K-1000-120-6	3150	9648	700	124925.2	84073234.2	1.04094270848056639703537624672842812293E00
pk-xt-30K-1000-120-6	3150	9648	800	124589	96123398.2	1.03814131285707369301899583978991173551E00
pk-xt-30K-1000-120-6	3150	9648	900	124634.4	108121901.4	1.03851960831919796635268993175231198803E00
pk-xt-30K-1000-120-6	3150	9648	1000	124384.2	120217936.8	1.03643999300064160785261351042821074735E00
pk-xt-30K-1000-120-6	3150	9650	100	127732.2	12002168.2	1.06433034963495842798085141365457824733E00
pk-xt-30K-1000-120-6	3150	9650	200	127926.2	23997248	1.06594684688872245393859483044260144455E00
pk-xt-30K-1000-120-6	3150	9650	300	128046.8	35999247	1.06695530524440452439244997349095614307E00
pk-xt-30K-1000-120-6	3150	9650	400	127794	48004385.8	1.06484883686459772528828504133557558022E00
pk-xt-30K-1000-120-6	3150	9650	500	127190.8	60030384.2	1.05982088165765753377749858647718816289E00
pk-xt-30K-1000-120-6	3150	9650	600	126597.8	71999374.4	1.05484986033413246164465184360985799197E00
pk-xt-30K-1000-120-6	3150	9650	700	126261.4	84077739.4	1.05204857467853550079097705123009776519E00
pk-xt-30K-1000-120-6	3150	9650	800	126232.8	96113226.4	1.05184007419113490794612922461465318806E00
pk-xt-30K-1000-120-6	3150	9650	900	126188.2	108162742.2	1.05148420202576727290104292465900868746E00
pk-xt-30K-1000-120-6	3150	9650	1000	125267.4	120192865.4	1.0438098135507273518370872153555390295E00
pk-xt-30K-1000-120-6	3150	9652	100	126218.6	12002763.4	1.05172000246987102985657082801717522904E00
pk-xt-30K-1000-120-6	3150	9652	200	125420.6	24011740.2	1.04506715995067159950671599506715995067E00
pk-xt-30K-1000-120-6	3150	9652	300	128532.2	36016784.2	1.07100169584355888375910084898996358568E00
pk-xt-30K-1000-120-6	3150	9652	400	129527.2	48001902.6	1.07928900081191743060544639777938919298E00
pk-xt-30K-1000-120-6	3150	9652	500	128808.2	60001118.2	1.07329612720929260838709911800952848084E00
pk-xt-30K-1000-120-6	3150	9652	600	127930.4	72015187.6	1.06552668854057068707886603198817286651E00
pk-xt-30K-1000-120-6	3150	9652	700	128434.4	84011229.2	1.0701832165734772649340127190004083309E00
pk-xt-30K-1000-120-6	3150	9652	800	128264.6	96091929	1.06877191522472825974576190352122987089E00
pk-xt-30K-1000-120-6	3150	9652	900	127752.6	108186177	1.06450033023434094639270494517460175945E00
pk-xt-30K-1000-120-6	3150	9652	1000	127748.4	120193991.4	1.06446887593003760232309894029692502554E00
pk-xt-30K-1000-120-6	3150	9654	100	131784.6	12001580.6	1.09809885326499583198085298779729757427E00
pk-xt-30K-1000-120-6	3150	9654	200	132783.4	24002542.2	1.10642137523310660381967958195528462475E00
pk-xt-30K-1000-120-6	3150	9654	300	131914.2	36011443	1.09917874505361511633345307732574824499E00
pk-xt-30K-1000-120-6	3150	9654	400	131127.2	47996220.4	1.09262286767076459424853802737759848711E00
pk-xt-30K-1000-120-6	3150	9654	500	131264.4	60001457.8	1.09376609337535831149395691400798786836E00
pk-xt-30K-1000-120-6	3150	9654	600	130770.6	71995432.6	1.0896532979210765627156110163287693362E00
pk-xt-30K-1000-120-6	3150	9654	700	130686.4	84003309.6	1.08894806509716577983484533949051537256E00
pk-xt-30K-1000-120-6	3150	9654	800	130115.8	96089572.4	1.08419533766349056905893348804123512289E00
pk-xt-30K-1000-120-6	3150	9654	900	130147	108109031.6	1.0844535017074600822769572734282623544E00
pk-xt-30K-1000-120-6	3150	9654	1000	129918.4	120179975.6	1.08254688142438058066521717727653120648E00
pk-xt-30K-1000-120-6	3150	9667	100	121685	12001527.6	1.01394534341745711717029656354204705296E00
pk-xt-30K-1000-120-6	3150	9667	200	122420.8	24002440	1.02007302559720224603959959915827611591E00
pk-xt-30K-1000-120-6	3150	9667	300	122175.4	35993557.8	1.01802992480747092400441568362016236903E00
pk-xt-30K-1000-120-6	3150	9667	400	121924.2	48018511.6	1.01593510391734405648018744633773367628E00
pk-xt-30K-1000-120-6	3150	9667	500	121400.8	59994788.6	1.01157554592814349037858433175494614979E00
pk-xt-30K-1000-120-6	3150	9667	600	120914.4	72003799.6	1.00752596534321009130862889802100329806E00
pk-xt-30K-1000-120-6	3150	9667	700	120944.2	84045683.2	1.00776923703335060166230087709413225129E00
pk-xt-30K-1000-120-6	3150	9667	800	120674.4	96078462	1.00552112208154630676591760932618995032E00
pk-xt-30K-1000-120-6	3150	9667	900	120353.2	108109602.6	1.00284639348460128892188926721757612619E00
pk-xt-30K-1000-120-6	3150	9667	1000	120040.8	120167051.8	1.00024164630724268733520278556007545124E00
pk-xt-30K-1000-120-6	3150	9669	100	123855.6	12001704	1.03204401283451448264220116232724820895E00
pk-xt-30K-1000-120-6	3150	9669	200	123990	24004441.8	1.03315701893507024584185774138106723324E00
pk-xt-30K-1000-120-6	3150	9669	300	124247.6	36008188.6	1.03529831154171998120450264261889048865E00
pk-xt-30K-1000-120-6	3150	9669	400	123550	48008585	1.02948038529480385294803852948038529481E00
pk-xt-30K-1000-120-6	3150	9669	500	123401.6	60003958.6	1.02824727079194267317261185642302134814E00
pk-xt-30K-1000-120-6	3150	9669	600	123122.8	72029557	1.02592587616385917326752574705727245254E00
pk-xt-30K-1000-120-6	3150	9669	700	122359.2	84093628.6	1.01955973953729107345242011283118965436E00
pk-xt-30K-1000-120-6	3150	9669	800	122272.6	96090054.2	1.01884493921390539200573280782594928798E00
pk-xt-30K-1000-120-6	3150	9669	900	122112.6	108123677.4	1.01751002875064752900933752772159269062E00
pk-xt-30K-1000-120-6	3150	9669	1000	121994.2	120236374.4	1.01652007205697730771595134415170582388E00
pk-xt-30K-1000-120-6	3150	9671	100	125665.2	12001202.2	1.04710878313473533032661353774464151438E00
pk-xt-30K-1000-120-6	3150	9671	200	125685	24000320.6	1.04727376676136121045551826315731076983E00
pk-xt-30K-1000-120-6	3150	9671	300	125934.2	35996582.2	1.04932225302976180741874046147494765498E00
pk-xt-30K-1000-120-6	3150	9671	400	124743	48021986	1.03942279868554294965050661443592248253E00
pk-xt-30K-1000-120-6	3150	9671	500	124976	60004006.2	1.04136773134728756586640625169303486113E00
pk-xt-30K-1000-120-6	3150	9671	600	124647.2	72008129.4	1.03862453544331512303769581379014526241E00
pk-xt-30K-1000-120-6	3150	9671	700	124415.2	84033210.8	1.0366913932993909559334734326463474286E00
pk-xt-30K-1000-120-6	3150	9671	800	124404.2	96087982.4	1.03659800686598006865980068659800686598E00
pk-xt-30K-1000-120-6	3150	9671	900	123909.4	108070618.6	1.0324802467244200023034862551302538071E00
pk-xt-30K-1000-120-6	3150	9671	1000	123575.8	120194559.2	1.0296987961668290595676498210808361465E00
pk-xt-30K-1000-120-6	3150	9673	100	127492	12001570.4	1.06232886952032729999783349859929473135E00
pk-xt-30K-1000-120-6	3150	9673	200	127817	23996855.4	1.06503516315035163150351631503516315035E00
pk-xt-30K-1000-120-6	3150	9673	300	127653.8	36004858.8	1.06367884411004505924378745322563565415E00
pk-xt-30K-1000-120-6	3150	9673	400	127518.6	48021330.6	1.0625522862522945751159580583647534428E00
pk-xt-30K-1000-120-6	3150	9673	500	126594	60003769.4	1.05476729334290703023268801894190561676E00
pk-xt-30K-1000-120-6	3150	9673	600	126549.8	72009978.4	1.05448149085372825814690169971651097688E00
pk-xt-30K-1000-120-6	3150	9673	700	126267	84031069.4	1.05212504767971511753841655939063166785E00
pk-xt-30K-1000-120-6	3150	9673	800	126059.6	96109314.2	1.05039512459749683762906675060635523469E00
pk-xt-30K-1000-120-6	3150	9673	900	126125.6	108154736	1.05094332374319097630584631887418008136E00
pk-xt-30K-1000-120-6	3150	9673	1000	125838.6	120117445.2	1.04855363734387852540818805882477915588E00
xt-30K-1000-120-6	3189	9686	100	16875.6	12037146	1.40616641951862230735927387726906844247E-01
xt-30K-1000-120-6	3189	9686	200	14865.4	24089602.8	1.2386614628374483019544048600420029546E-01
xt-30K-1000-120-6	3189	9686	300	15093	36150234.4	1.25763274622311817308268700950965750625E-01
xt-30K-1000-120-6	3189	9686	400	12596.8	48194239.8	1.04963326566910848557343730675969574635E-01
xt-30K-1000-120-6	3189	9686	500	11188	60265057.8	9.32244817725469566960639291441058070104E-02
xt-30K-1000-120-6	3189	9686	600	309	20161112.4	2.57475941139974266704673048428437161172E-03
xt-30K-1000-120-6	3189	9686	700	707.8	40947341	5.8977608473303428059895984942728337316E-03
xt-30K-1000-120-6	3189	9686	800	668	39466529.6	5.56613691162457248926986434658203748804E-03
xt-30K-1000-120-6	3189	9686	900	708.8	33817505.4	5.90609434722202870607385048409136416214E-03
xt-30K-1000-120-6	3189	9686	1000	559	22676179.4	4.65788722336266705243494643239122716232E-03
xt-30K-1000-120-6	3189	9706	100	18410.8	12032023.8	1.53408759512068780178724148455463564197E-01
xt-30K-1000-120-6	3189	9706	200	17446	24084598.8	1.45369555030509342374153759877391812138E-01
