VER	EXPNAME	PK	DBMS	RUNID	NCORES	RPCT	UPCT	HSR	PT	MAXMPL
700	xt-1M-1000-120-4	0	oracle	809	4	.01	100	100	4923.04	500
700	xt-1M-1000-120-4	0	oracle	809	4	.1	0	25	1301.14	1100
700	xt-1M-1000-120-4	0	oracle	809	4	.1	0	50	1156.06	1100
700	xt-1M-1000-120-4	0	oracle	809	4	.1	0	75	3031.74	1100
700	xt-1M-1000-120-4	0	oracle	809	4	.1	0	100	2292.81	1100
700	xt-1M-1000-120-4	0	oracle	809	4	.1	25	25	3062.14	400
700	xt-1M-1000-120-4	0	oracle	809	4	.1	25	50	5380.93	600
700	xt-1M-1000-120-4	0	oracle	809	4	.1	25	75	4905.69	800
700	xt-1M-1000-120-4	0	oracle	809	4	.1	25	100	3475.18	700
700	xt-1M-1000-120-4	0	oracle	809	4	.1	50	25	2616.54	300
700	xt-1M-1000-120-4	0	oracle	809	4	.1	50	50	3558.58	400
700	xt-1M-1000-120-4	0	oracle	809	4	.1	50	75	4128.32	500
700	xt-1M-1000-120-4	0	oracle	809	4	.1	50	100	5633.7	400
700	xt-1M-1000-120-4	0	oracle	809	4	.1	75	25	3126.75	400
700	xt-1M-1000-120-4	0	oracle	809	4	.1	75	50	2683.49	100
700	xt-1M-1000-120-4	0	oracle	809	4	.1	75	75	4451.49	200
700	xt-1M-1000-120-4	0	oracle	809	4	.1	75	100	4342.38	400
700	xt-1M-1000-120-4	0	oracle	809	4	.1	100	25	3798.85	500
700	xt-1M-1000-120-4	0	oracle	809	4	.1	100	50	2027.51	500
700	xt-1M-1000-120-4	0	oracle	809	4	.1	100	75	4894.4	600
700	xt-1M-1000-120-4	0	oracle	809	4	.1	100	100	3022.62	300
700	xt-1M-1000-120-4	0	oracle	809	4	1	0	25	756.92	1100
700	xt-1M-1000-120-4	0	oracle	809	4	1	0	50	1354.45	1100
700	xt-1M-1000-120-4	0	oracle	809	4	1	0	75	2073.51	1100
700	xt-1M-1000-120-4	0	oracle	809	4	1	0	100	6619.33	200
700	xt-1M-1000-120-4	0	oracle	809	4	1	25	25	1490.78	600
700	xt-1M-1000-120-4	0	oracle	809	4	1	25	50	1091.97	300
700	xt-1M-1000-120-4	0	oracle	809	4	1	25	75	2160.71	100
700	xt-1M-1000-120-4	0	oracle	809	4	1	25	100	1575.11	100
700	xt-1M-1000-120-4	0	oracle	809	4	1	50	25	942.72	200
700	xt-1M-1000-120-4	0	oracle	809	4	1	50	50	1753.27	200
700	xt-1M-1000-120-4	0	oracle	809	4	1	50	75	1172.81	400
700	xt-1M-1000-120-4	0	oracle	809	4	1	50	100	800.19	100
700	xt-1M-1000-120-4	0	oracle	809	4	1	75	25	1348.5	200
700	xt-1M-1000-120-4	0	oracle	809	4	1	75	50	1261.55	100
700	xt-1M-1000-120-4	0	oracle	809	4	1	75	75	4829.3	300
700	xt-1M-1000-120-4	0	oracle	809	4	1	75	100	243.95	200
700	xt-1M-1000-120-4	0	oracle	809	4	1	100	25	3067.11	700
700	xt-1M-1000-120-4	0	oracle	809	4	1	100	50	5203.6	700
700	xt-1M-1000-120-4	0	oracle	809	4	1	100	75	13991.7	700
700	xt-1M-1000-120-4	0	oracle	809	4	1	100	100	172.06	200
700	xt-1M-1000-120-4	0	pgsql	749	4	0	25	25	14.6	400
700	xt-1M-1000-120-4	0	pgsql	749	4	0	25	50	14.45	700
700	xt-1M-1000-120-4	0	pgsql	749	4	0	25	75	12.72	200
700	xt-1M-1000-120-4	0	pgsql	749	4	0	25	100	11.28	100
700	xt-1M-1000-120-4	0	pgsql	749	4	0	50	25	8.15	100
700	xt-1M-1000-120-4	0	pgsql	749	4	0	50	50	6.87	100
700	xt-1M-1000-120-4	0	pgsql	749	4	0	50	75	12.15	200
700	xt-1M-1000-120-4	0	pgsql	749	4	0	50	100	7.06	100
700	xt-1M-1000-120-4	0	pgsql	749	4	0	75	25	7.53	300
700	xt-1M-1000-120-4	0	pgsql	749	4	0	75	50	6.37	200
700	xt-1M-1000-120-4	0	pgsql	749	4	0	75	75	8.85	600
700	xt-1M-1000-120-4	0	pgsql	749	4	0	75	100	5.84	300
700	xt-1M-1000-120-4	0	pgsql	749	4	0	100	25	4.63	100
700	xt-1M-1000-120-4	0	pgsql	749	4	0	100	50	6.14	100
700	xt-1M-1000-120-4	0	pgsql	749	4	0	100	75	5.06	200
700	xt-1M-1000-120-4	0	pgsql	749	4	0	100	100	3.76	800
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	0	25	54640.27	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	0	50	34572.73	1100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	0	75	43308.64	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	0	100	36507.38	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	25	25	58516.11	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	25	50	59816.47	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	25	75	58023.34	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	25	100	44336.63	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	50	25	58552.31	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	50	50	48058.98	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	50	75	56459.81	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	50	100	39494.01	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	75	25	60568.43	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	75	50	46600.91	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	75	75	54481.21	400
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	75	100	68661.14	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	100	25	53419.05	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	100	50	59046.53	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	100	75	46389.21	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.01	100	100	60502.34	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	0	25	48113.41	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	0	50	43083.74	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	0	75	29914.05	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	0	100	35353.44	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	25	25	56922.35	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	25	50	58276.27	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	25	75	42877.73	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	25	100	47232.25	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	50	25	42325.2	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	50	50	52106.66	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	50	75	53211.79	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	50	100	59833.14	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	75	25	53253.69	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	75	50	58050.11	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	75	75	55829.91	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	75	100	53323.53	100
700	xt-1M-1000-120-4	0	pgsql	749	4	.1	100	25	45959.65	100
